Topic,Count,Name,Representation,Representative_Docs
-1,47,-1_diversity_dataset_similarity_data,"['diversity', 'dataset', 'similarity', 'data', '25024', 'samples', 'features', 'values', 'range', 'accuracy']","['iso/iec 5259-2:2024 en table similarity measures id name description measurement function sim-ml-1 sample similarity ratio of similar samples in data- set 1−a where is the number of all samples in the data- set is the number of the clusters resulting from clustering algorithm on all samples of the dataset note', 'iso/iec 5259-2:2024 en table completeness measures id name description measurement function com-ml-1 value completeness ratio of data items with no null data values to the total number of data items in the dataset where at least one data item exists where is the number of data items whose value is not null is the total number of data items in the dataset where at least one data item exists', 'iso/iec 5259-2:2024 en table accuracy measures id name description measurement function acc-ml-1 syntactic data accuracy see iso/iec 25024:2015 table see iso/iec 25024:2015 table acc-ml-2 semantic data accuracy see iso/iec 25024:2015 table see iso/iec 25024:2015 table acc-ml-3 data accuracy assurance see iso/iec 25024:2015 table see iso/iec 25024:2015 table acc-ml-4 risk of dataset inaccuracy see iso/iec 25024:2015 table see iso/iec 25024:2015 table acc-ml-5 data model accu- racy see iso/iec 25024:2015 table see iso/iec 25024:2015 table acc-ml-6 data accuracy range see iso/iec 25024:2015 table see iso/iec 25024:2015 table acc-ml-7 data label accuracy does data label correctly assign to each element in the dataset']"
0,55,0_quality_measures_requirements_characteristics,"['quality', 'measures', 'requirements', 'characteristics', 'analytics', 'assess', 'organization', 'needs', 'acceptance', 'criteria']","['data quality reports are documents that express data quality requirements the data quality model of data quality characteristics data quality measures the results of data quality measurements and an assessment of whether the data meet data quality requirements', 'if the quality of the data i.e', 'figure data quality measures information for quality reports 8.3 guidance to organizations when preparing data quality reports for an ml or analytics task the organization should identify the persons responsible for preparing reviewing and approving data quality reports identify the appropriate stakeholders that should receive copies of the data quality reports determine at which points in the data quality life cycle data quality reports should be initiated or revised determine the appropriate interval between revisions of the data quality report ensure that data quality reports are covered in data planning determine the scope of the target data covered by the data quality reports gather the data quality requirements document the data quality model including the data quality characteristics that constitute the data quality model document the selected data quality measures and their target values document any data quality measures developed according to annex document the results of all selected data quality measures document all transforms made to the target data document an assessment of whether or not the target data meet data quality requirements document plan for improving the data quality if the target data does not meet data quality requirements']"
1,40,1_characteristics_validity_maintainability_reliability,"['characteristics', 'validity', 'maintainability', 'reliability', 'consistency', 'fidelity', 'compliance', 'credibility', 'auditability', 'portability']","['table f.1 applications of data quality characteristics to data items and datasets iso/iec iso/iec 5259-2 point of view data quality charac- teristics additional data quality characteristics data item dataset inherent accuracy completeness consistency credibility currentnessa timeliness auditability effectiveness relevance representativeness balance similarity inherent system dependent accessibility compliance confidentialityb identifiability efficiency precision traceability understandability system dependent availability portability recoverability characteristic semantically connected with the concept of time in currentness see iso/iec 25024:2015 8.6. characteristic semantically connected with the concept of privacy in confidentiality see iso/iec 25024:2015 8.9', 'iso/iec 5259-2:2024 en table c.1 group of data quality characteristics groups of characteristics data quality characteristics target data forms data item dataset maintainability accessibility auditability efficiency portability identifiability recoverability understandability validity availability currentness effectiveness reliability accuracy compliance credibility precision traceability fidelity completeness balance consistency diversity relevance representativeness similarity timeliness iso/iec 5259-2:2024 en annex informative alternative groups of data quality characteristics table d.1 shows an example of mapping between data quality characteristics and the following alternative groups technicality legality user orientation reality orientation', 'table d.1 group of data quality characteristics groups of characteristics data quality characteristics target data forms data item dataset technicality portability efficiency auditability traceability recoverability legality compliance identifiability user orientation accessibility availability understandability reality orientation accuracy completeness consistency credibility currentness precision effectiveness relevance timeliness representativeness balance similarity diversity iso/iec 5259-2:2024 en annex informative comparison between data quality characteristics of iso/iec and iso/iec 5259-2 table f.1 shows the data quality characteristics of iso/iec and additional ones provided in this document']"
2,31,2_quality_model_uml_characteristics,"['quality', 'model', 'uml', 'characteristics', 'analytics', 'software', 'defines', 'format', 'processes', 'ml']","['iso/iec 5259-2:2024 en annex informative uml model of data quality measure framework figure b.1 shows uml class diagram of the data quality measure framework to provide common vocabulary and relationships among components of the data quality measures in this document', 'iso/iec 5259-2:2024 en key stage where data are processed data quality component primary development pathway dependency feedback pathway figure data quality components in data life cycle for analytics and ml 5.2 data quality model the data quality model provides framework for specifying data quality requirements and evaluating data quality', 'source iso/iec 23988:2007 3.25 iso/iec 5259-2:2024 en symbols and abbreviated terms ai artificial intelligence csv comma separated values hdf hierarchical data format json javascript object notation ml machine learning ip internet protocol pii personally identifiable information qm quality measure uml unified modelling language data quality components and data quality models for analytics and machine learning 5.1 data quality components in data life cycle figure shows data quality components aligned with the data life cycle model shown in iso/iec 5259-1:2024 figure which can support data quality management processes']"
3,27,3_training_production_fail_models,"['training', 'production', 'fail', 'models', 'validation', 'overfitting', 'testing', 'excessive', 'inflation', 'mismatch']","['an emerging concern for ml is unauthorized parties perturbing training validation testing and production data to deliberately render trained models as unusable or to manipulate the inferences made by trained model', 'when the training data do not sufficiently represent the production data the trained ml model can fail to perform as required', 'ml models are mathematical constructs which means that low syntactic or semantic accuracy of the data values in training validation testing or production datasets can cause the model itself to be incorrect or the inferences made by the model to be incorrect']"
4,22,4_images_ratio_boxes_width,"['images', 'ratio', 'boxes', 'width', 'brightness', 'resolution', 'height', 'dataset', 'objects', 'samples']","['for an image dataset such features can include labels meaningful to business logic resolution brightness the width-to-height ratio of labelled bounding boxes the size of labelled bounding boxes and any others that potentially influence the ml model performance', 'example for an ml-based object detection system the dataset effectiveness can refer to the lowest acceptable ratio of the number of images whose area values in the bounding boxes are below required threshold divided by the total number of images or videos in the dataset', 'iso/iec 5259-2:2024 en table balance measures id name description measurement function bal-ml-1 brightness bal- ance reciprocal of the maximal ratio of the brightness difference of an image sample over the aver- aged brightness of samples in dataset where is the average value of brightness of the samples is the maximum value of absolute differenc- es between the brightness value of each image in the sample and a. bal-ml-2 resolution balance reciprocal of the maximal ratio of the resolution difference of an image sample over the averaged resolution of samples in dataset where is the average value of resolution of the samples is the maximum value of absolute differenc- es between the resolution value of each image in the sample and a. bal-ml-3 balance of images between catego- ries reciprocal of the maximal ratio of the category size number of contained samples difference over the averaged category size of dataset where is the average category size of the dataset is the maximum value of absolute differenc- es between the size of each category in the dataset and a. bal-ml-4 bounding box height to width ratio balance reciprocal of the maximal ratio of the bounding box height to width ratio difference over the averaged bounding box height to width ratio of the samples in dataset where is the averaged bounding box with height to width ratio over all the samples in the dataset is the maximum value of absolute differenc- es between bounding box with height to width ratio of each sample in the dataset and a. bal-ml-5 category bounding box area balance reciprocal of the maximal ratio of the averaged bounding box area of category over the aver- aged bounding box area of all the samples in dataset where is the averaged bounding box area over all the samples in the dataset is the maximum value of absolute differenc- es between averaged bounding box area of each category in the dataset and']"
5,22,5_qms_analytics_measures_quality,"['qms', 'analytics', 'measures', 'quality', 'auditability', 'recoverability', 'traceability', 'availability', 'effectiveness', 'compliance']","['6.5.2.2 qms for balance table provides data quality measures for balance in specific context of use of analytics and ml', '6.2.2.2 qms for completeness table provides data quality measures for completeness in specific context of use of analytics and ml', '6.2.1.2 qms for accuracy table provides data quality measures for accuracy in specific context of use of analytics and ml']"
6,18,6_categories_samples_labels_threshold,"['categories', 'samples', 'labels', 'threshold', 'dataset', 'divergence', 'area', 'value', 'proportion', 'categorized']","['is the proportion of data items in category cb having label value in the dataset i.e', 'na is the number of data items belonging to category ca nb is the number of data items belonging to category cb not ca na is the number of data items having label value in category ca nb is the number of data items having label value in category cb', 'iso/iec 5259-2:2024 en id name description measurement function bal-ml-6 sample bounding box area balance reciprocal of the maximal ratio of the bounding box area of sample over the averaged bound- ing box area of all the samples in dataset where is the averaged bounding box area over all the samples in the dataset is the maximum value of absolute differenc- es between averaged bounding box area of each sample in the dataset and a. bal-ml-7 label proportion balance difference in proportion of data items from different two data categories having certain label value where is the proportion of data items in category ca having label value in the dataset i.e']"
7,16,7_data_type_collection_structured,"['data', 'type', 'collection', 'structured', 'unstructured', 'strings', 'processes', 'roles', 'frames', 'relational']","['3.3 data type categorization of an abstract set of possible values characteristics and set of operations for an attribute note to entry examples of data types are character strings texts dates numbers images and sounds', 'note this document makes no distinction between data structures such as structured data semi-structured data and unstructured data or data roles such as master data transaction data and reference data', 'data item is syntactically correct if its data value is the same type as its explicit data type and semantically correct if its data value has an expected value corresponding to the ml task']"
8,16,8_acc_syntactic_syntax_names,"['acc', 'syntactic', 'syntax', 'names', 'database', 'languages', 'values', 'accuracy', 'strings', 'not_adm']","['from the results of measurement function the values in database which is expressed by lower value of the accuracy metric are more accurate than values in database as the name marj doesn belong to the syntax of names', 'table a.1 syntactic accuracy acc-i-1-it-2 id name description measurement function data life cycle dlc target entities properties acc-i-1- it-2 syntactic accuracy ratio of closeness of the data values to set of values defined in domain 1−a where is the number of data values for which the distance from the domain is null is the number of domain values', 'iso/iec 5259-2:2024 en table a.2 example of measures for syntactic accuracy acc-i-1-it database database john john jack jack mary marj 1−a −not adm −not adm where not_adm is the set of values that do not belong to the syntax not_adm is the set of values that belong to the syntax']"
