Topic,Count,Name,Representation,Representative_Docs
-1,117,-1_process_code_requirements_maintenance,"['process', 'code', 'requirements', 'maintenance', 'assurance', 'ieee', 'engineering', 'development', 'acquisition', 'models']","[""ai system life cycle processes 6.1 agreement processes 6.1.1 acquisition process 6.1.1.1 purpose the purpose of the acquisition process is to obtain product or service in accordance with the acquirer 's requirements"", '6.3.8 quality assurance process 6.3.8.1 purpose the purpose of the quality assurance process is to help ensure the effective application of the organization quality management process to the project', 'the key technical processes for developing ml models are integrated into the life cycle processes as follows system requirements definition process set model requirements ai data engineering process acquire and update data ai data engineering process prepare data implementation process and maintenance process re train and tune model verification process test model before deployment transition process deploy model continuous validation process test model after deployment']"
0,41,0_knowledge_acquisition_heuristic_engineering,"['knowledge', 'acquisition', 'heuristic', 'engineering', 'experts', 'procedural', 'elicitation', 'formalized', 'probabilities', 'programming']","['for knowledge engineering-based ai systems the following additional activities are included knowledge programming after knowledge has been acquired see 6.4.7 it should be formalized in heuristic model where the computations are either engineered explicitly procedural more according to traditional software programming or implicitly by either specifying rules or probabilities declarative or both', 'note knowledge in the knowledge acquisition process is the knowledge necessary to create the ai models', '6.4.7 knowledge acquisition process 6.4.7.1 purpose the purpose of the knowledge acquisition process is to provide the knowledge necessary to create the ai models']"
1,39,1_outcomes_ieee_tasks_12207,"['outcomes', 'ieee', 'tasks', '12207', 'implementation', 'architecture', '11', 'process', 'relationship', 'measurement']","['6.4.3.2 outcomes activities and tasks the outcomes activities and tasks provided in iso/iec/ieee 15288:2023 6.4.3 and iso/iec/ieee 12207:2017 6.4.3 shall apply', '6.2.4.2 outcomes activities and tasks the outcomes activities and tasks provided in iso/iec/ieee 15288:2023 6.2.4 and iso/iec/ieee 12207:2017 6.2.4 shall apply', '6.3.4.2 outcomes activities and tasks the outcomes activities and tasks provided in iso/iec/ieee 15288:2023 6.3.4 and iso/iec/ieee 12207:2017 6.3.4 shall apply']"
2,29,2_training_algorithm_models_machine,"['training', 'algorithm', 'models', 'machine', 'tuning', 'automl', 'hyperparameters', 'generalize', 'automated', 'validation']","['ai systems can consume considerable computing power and memory usage particularly the training of machine learning models depending on the type of algorithm', 'for machine learning-based ai systems the following additional activities are included algorithm selection selecting an appropriate machine learning algorithm taking into account the type of model task e.g', 'in order to test the ability of machine learning model to generalize beyond the training data it is helpful for test data to be from different source or process']"
3,26,3_risk_safety_risks_concerns,"['risk', 'safety', 'risks', 'concerns', 'ethical', 'security', 'mitigated', 'objectives', 'services', 'standards']","['it is not intended for the specific risk management of products and services using ai for objectives such as safety and security', 'see iso/iec for more information of risk management of ai systems', 'the risk assessment activities should include all risks associated with the ai system and the implementation of appropriate risk treatment measures through risk treatment plan and relevant risk management records as defined in iso/iec']"
4,24,4_implementing_projects_organizations_tasks,"['implementing', 'projects', 'organizations', 'tasks', 'activities', 'planning', 'intervals', 'authorization', 'expertise', 'establishing']","['when implementing the activities and tasks in 6.3.5.2 either projects or organizations or both should consider the following ai-specific particularities', 'when implementing the activities and tasks in 6.3.3.2 either projects or organizations or both should consider the following ai-specific particularities', 'when implementing the activities and tasks in 6.3.6.2 either projects or organizations or both should consider the following ai-specific particularities']"
5,23,5_privacy_fairness_ethnicity_requirements,"['privacy', 'fairness', 'ethnicity', 'requirements', 'data', 'examples', 'algorithm', 'laws', 'inclusiveness', 'groups']","['for example when implementing the define the problem or opportunity space activities the organization shall consider that privacy regulations can prevent the use of personal data for use case that differs from its original collection intent see iso/iec/ieee 15288:2023 6.4.1.3 and iso/iec/ieee 12207:2017 6.4.1.3', 'related to gender or ethnicity against privacy legal requirements requiring removal or de-identification of personal data sensitive data that should be protected from unauthorized internal or external access', 'privacy requirements in cases where personal data are used']"
6,23,6_cycle_processes_stages_approach,"['cycle', 'processes', 'stages', 'approach', 'software', 'build', 'ieee', 'model', 'production', 'concept']","['when an element of an ai system is traditional software or traditional system the software life cycle processes in iso/iec/ieee and the system life cycle processes in iso/iec/ieee can be used to implement that element', 'figure example of ai system life cycle model stages and high-level processes the stages in figure are based on the stages described in iso/iec together with grouping of technical processes described in this document', 'ai-specific processes can occur during one or more of the life cycle stages and individual stages of the life cycle can be repeated during the system existence']"
7,23,7_machine_input_training_engineering,"['machine', 'input', 'training', 'engineering', 'features', 'neural', 'testing', 'weights', 'models', 'datasets']","['special type of model engineering is transfer learning in which an existing machine learning model is used as starting point to further train for slightly different use case', 'in the case of machine learning ai model engineering requires training model using training data', 'data are central in engineering machine learning models as it is used to train them']"
8,21,8_drift_observation_changes_deterioration,"['drift', 'observation', 'changes', 'deterioration', 'precision', 'data', 'deviations', 'monitor', 'quality', 'date']","['due to concept drift as explained in iso/iec the amount of time that has passed since the model creation of the last model update or model creation', 'due to concept drift as explained in iso/iec the amount of time that has passed since the model creation of the last model update or model creation', 'due to concept drift as explained in iso/iec the amount of time that has passed since the model creation of the last model update or model creation']"
