Topic,Count,Name,Representation,Representative_Docs
-1,164,-1_state_control_observation_equipment,"['state', 'control', 'observation', 'equipment', 'controllability', 'defined', 'transfer', 'ieee', 'entry', 'controllers']","['3.23 test completion report test summary report report that provides summary of the testing that was performed source iso/iec/ieee 29119-1:2022 3.87 3.24 process set of interrelated or interacting activities that transform inputs into outputs source iso/iec/ieee 15288:2023 3.27 3.25 function defined objective or characteristic action of system 3.9 or component source iso/iec/ieee 24765:2017 3.1677.1 3.26 functionality capabilities of the various computational user interface input output data management and other features provided by product source iso/iec/ieee 24765:2017 3.1716.1 modified note to entry has been removed', '6.4 applies transfer of control for each control 6.5 applies 6.5 applies in which the distri- bution of control points over controllers should be managed by controllers for each control 6.5 applies in which the distribution of control points over controllers should be managed by control- lers engagement of control for each control 6.6 applies 6.6 applies for each control 6.6 applies disengagement of control for each control 6.7 applies 6.7 applies for each control 6.7 applies uncertainty during control transfer besides the uncertain- ties in 6.8 failures that can happen on part of controllable components should be considered besides the uncertainties in 6.8 communication failure between controllers should be considered besides the uncertainties in 6.8 failures that can happen on part of controllable compo- nents as well as the communi- cation failure between control- lers should be considered cost of control for each control 6.9 applies for each control 6.9 applies', '3.20 finite state machine fsm computational model consisting of finite number of states 3.10 and transitions between those states possibly with accompanying actions source iso/iec/ieee 24765:2017 3.1604 3.21 system state transition transition process in that system 3.9 changes from one state 3.10 to another state or to the same state note to entry transition takes place when condition is satisfied including an intervention from controller']"
0,35,0_controllability_functionalities_functionality_scenarios,"['controllability', 'functionalities', 'functionality', 'scenarios', 'execution', 'requirement', 'reliability', 'feasibility', 'testing', 'behaviours']","['if the identification of scenarios is not done before validation it should be done before the testing of controllability functionalities 9.2.1', 'controllability functionality is the description of controllability functionality used in scenario see 9.2.1', 'test the controllability functionalities within each scenario to determine the system input and output when controllability functionalities are used']"
1,19,1_risk_knowledge_management_credit,"['risk', 'knowledge', 'management', 'credit', 'definitions', 'assessment', 'terminology', 'process', 'described', 'used']","['this meaning of control in iso/iec tr is consistent to the use of control in this document ai risk management iso/iec uses the term control in the context of organization management meaning the ability of an organization to influence or restrict certain activities identified to be risk sources', 'iso and iec maintain terminology databases for use in standardization at the following addresses iso online browsing platform available at iec electropedia available at 3.1 ontology conceptualisation of domain source iso/iec 5392:2024 3.9 3.2 knowledge representation process that designs and constructs symbolic systems 3.9 rules frameworks or other methodologies used to express knowledge which machines can recognize and process source iso/iec 5392:2024 3.18 3.3 knowledge computing process that obtains new knowledge based on existing knowledge and their relationships source iso/iec 5392:2024 3.28 3.4 knowledge fusion process that merges combines and integrates knowledge from different resources into coherent form source iso/iec 5392:2024 3.21 3.5 control verb controllability in engineering the monitoring of system output to compare with expected output and taking corrective action when the actual output does not match the expected output source iso/iec/ieee 24765:2017 3.846.1 3.6 controller authorized human or another external agent that performs control note to entry controller interacts with the control points of an ai system', 'iso/iec emphasizes the interface of an ai system which enables the control by controller while the controllability defined in this document is more about the functionalities that allow for control ai system functional safety iso/iec tr uses the term control with two different meanings control risk this meaning refers to an iterative process of risk assessment and risk reduction']"
2,19,2_resources_consumption_bandwidth_energy,"['resources', 'consumption', 'bandwidth', 'energy', 'efficiency', 'storage', 'duration', 'performance', 'communication', 'requirements']","['when the system is in state other than one of the selected states the system can reach the required state by sequence of controls but resource consumption can be outside of acceptable limits', 'resource consumption several kinds of resources including time duration signal transmission bandwidth storage energy etc. can be consumed by control transfer process', 'resource consumption the control instructions via function invocations signal transmissions or physical operations can take time energy communication bandwidth storage space and any other resources needed']"
3,18,3_validation_verification_documentation_controllability,"['validation', 'verification', 'documentation', 'controllability', 'retrospective', 'robot', 'columns', 'testing', 'functionalities', 'staircase']","[""table b.1 example template of the documentation for the validation output of an ai system 's controllability scenarios input output aspects controllability functionality type results of controllability functionality test environ- ment measures and values qualified to prevent from dropping and being damaged cleaning robot can enter state non-cleanable area detected and stops to move for- ward if descending staircase is detected robot is near to descend- ing staircase light on ro- bot body turns on indicating non-cleanable area is detected"", ""table a.1 example template of the documentation for the verification output of an ai system 's controllability requirement aspects controllability functionality type test environment input output measures and values qualified cleaning robot should be in ready for control after launched"", 'annex informative example verification output documentation table a.1 is an example of the documentation for the verification output of an ai system controllability']"
4,17,4_controllability_layers_functionality_design,"['controllability', 'layers', 'functionality', 'design', 'effectiveness', 'implemented', 'redundant', 'guidance', 'encapsulation', 'dependencies']","['at least the following two ways exist to realize the controllability of an ai system use the facilities designed and implemented for the purpose of control take advantage of the functional operations they are not specifically designed and implemented for control but can be used for the purpose of control', 'make use of controllability functionalities provided by layers of an ai system and avoid redundant encapsulation or re-implementation if applicable', 'controllability functionalities of an ai system are used through control points and controllability functionalities can be provided by certain layers e.g']"
5,17,5_transition_condition_states_entering,"['transition', 'condition', 'states', 'entering', 'hazardous', 'manages', 'reachable', 'satisfaction', 'advanced', 'transit']","['5.3.3 process of system state transition once triggered system state transition can occur', 'two types of conditions can be considered for cause system state transition sufficient condition that by itself causes the transition to take place as long as the condition is met necessary condition that is required to be met for the state transition to take place', '5.3 system state transition 5.3.1 target of system state transition the system state transition target is finite subset of the system possible states which are acceptable by stakeholders according to set of requirements']"
6,17,6_points_control_executes_starts,"['points', 'control', 'executes', 'starts', 'declares', 'modes', 'execution', 'subprocesses', 'authenticated', 'exceptions']","['the ai system releases the control points in the span of control and starts to listen for other instructions from the controller', 'the controller declares the use of the required control points while the ai system releases those control points and then listens for and executes the instructions from the controller', 'control instruction execution for ai systems that execute control instructions from an authorized and authenticated controller the sequence of subprocesses that execute the control instructions should be controllable']"
7,16,7_transfer_mechanism_transactional_transaction,"['transfer', 'mechanism', 'transactional', 'transaction', 'preparation', 'process', 'handle', 'interface', 'failure', 'rollback']","['to handle this transaction mechanism should be considered for control transfer which guarantees either the control transfer is entirely successfully performed or entirely not performed if partial failure happens', 'when control transfer involves multiple control points during an engagement or disengagement process partial success can happen if failed operations occur during an entire procedure', 'transactional mechanism should be also prepared for disengagement of control process where partial failure can happen during the relinquishment of multiple control points']"
8,16,8_transfer_controller_control_prepare,"['transfer', 'controller', 'control', 'prepare', 'request', 'agent', 'confirmation', 'fail', 'process', 'disengages']","['figure transfer of control from an ai system to controller control transfer preparation process is conducted based on the requirements of the control', 'transfer of control can fail if either the controller or the ai system does not prepare well or is affected by unpredicted external factors', 'the following consequences can exist when control transfer takes place from an ai system to controller out of control state when transfer of control happens the ai system releases specific set of control points to the controller']"
