Topic,Count,Name,Representation,Representative_Docs
-1,169,-1_kg_knowledge_web_embeddings,"['kg', 'knowledge', 'web', 'embeddings', 'retrieval', 'semantic', 'context', 'llms', 'task', 'queries']","['when it comes to integrating kg knowledge directly into the training process using knowledge embeddings current techniques modify the model architecture in three main ways inserting knowledge encoder after the transformer encoder to fuse text embeddings with knowledge embeddings after the initial text encoding allowing the model to use both textual and inserting knowledge encoding layer in between the layers of the transformer block to enable the llm to process knowledge from the kg adding an adapter that is trained independently of the llm and is easier to train because it has its own set of parameters', 'knowledge encoder layer layer that is designed to process and encode contextual knowledge within large language model output layer layer whose artificial neurons send signals to an external source modified admitted term decision layer and notes to entry have been deleted embedding in natural language processing technique for converting words or phrases into numerical vectors note to entry embeddings capture the semantic relationships and contextual of the text that is being processed and allow machines to understand and process language more effectively', 'source din question answering qa task of determining the most accurate answer to question provided in natural language source din modified appropriate has been replaced with accurate extraction task of extracting structured from unstructured natural language text din spec sentiment analysis task of identifying and quantifying the emotional tone of natural language text often with respect to specific subject or topic text summarisation task of distilling the most important from one or more texts to produce condensed version for particular purpose and user source inderjeet mani automatic summarization modified text has been replaced with one or more texts particular task has been replaced with particular purpose retrieval ir task of retrieving documents or parts of documents from dataset typically on keyword or natural language queries source din relationship extraction relation extraction task of recognising and labelling semantic relations between entities for natural language text named entity linking nel task of assigning unique identifiers to entities found in natural language text usually from reference knowledge base named entity recognition ner task of recognising and labelling the proper names of entities and their categories for sequences of words in stream of text or speech source din modified denotational name has been replaced with per name notes to entry have been removed data representation of in formal manner suitable for communication interpretation or processing by human beings or computers source iso metadata data that defines and describes other data source din spec structured data data which are organised on applicable set of rules source modified notes to entry have been deleted unstructured data data which are characterised by not having any structure apart from that at the record or file level example free text source modified note to entry has been deleted that record has been replaced with that at the record or file level example has been reworded from an example of unstructured data is free text to free text training data data used to train machine learning model source din labelled data group of data that have been tagged with one or more labels source knowledge maintained processed and interpreted source iso world knowledge commonsense knowledge basic items of knowledge inherent in living organisms as they act learn about themselves and their surrounding and the resulting reactions source iso modified very has been deleted at the beginning not necessarily always witting from early on deeply has been deleted domain knowledge knowledge accumulated in particular domain source modified notes have been deleted knowledge model structured specification of facts that are true for given domain source iso din spec reasoning process by which person or computer performs analysis classification or diagnosis makes assumptions solves problems or draws conclusions source modified inferences has been replaced with conclusions to avoid circular definitions notes to entry have been deleted reasoning reasoning in machine learning model that is restricted to only those entity relationships that conform to the supporting knowledge graph factual framework reasoning cot reasoning reasoning in large language models enhanced by their breaking down complex solving tasks into actions reasoning reasoning in large language models that integrates external tools such as knowledge graph queries to aid in reasoning reasoning that logically combines multiple pieces of from different sources note to entry reasoning is particularly useful for queries where multiple steps are essential to arrive at accurate answers']"
0,48,0_ontology_ontologies_classes_ontological,"['ontology', 'ontologies', 'classes', 'ontological', 'process', 'owl', 'competency', 'creating', 'documentation', 'concepts']","['step ontology documentation description final use case is to document given ontology and to create or enhance the labels and comments for classes and properties', 'ontology documentation in ontological engineering process of documenting given ontology particularly in creating or enhancing labels and comments for classes and properties data access obda in ontological engineering process of accessing database via an ontology which creates view on the data selected solutions and applications question answering description question answering qa is one of the primary applications of large language models llms', 'factuality criterion of trustworthiness that assesses its capability of generating that is rate and on verifiable facts grounding process by which large language model connects its abstract language processing interpretation and generation capabilities to verifiable sources of verification confirmation through the provision of objective evidence that specified requirements have been fulfilled source din modified note to entry has been deleted hallucination factually incorrect generated by an bias atic difference in treatment of certain objects people groups or input data in comparison to others negatively affecting the perception of trustworthiness source din modified negatively affecting the perception of hiness has been added people or groups has been replaced with people groups or input data din spec ontological engineering discipline within science that focuses on the design development and maintenance of ontologies ontology design in ontological engineering process of creating and structuring ontologies competency question generation cq generation in ontological engineering process of creating specific questions designed to assess the capabilities of an in relation to its understanding of particular ontology ontology evaluation in ontological engineering process of assessing the quality and effectiveness of an ontology ontology learning in ontological engineering process of automatically or generating ontologies from unstructured data such as text ontology mapping in ontological engineering process of establishing relationships between concepts in different ontologies note to entry this mapping is indispensable for achieving interoperability between knowledge in domain that rely on differing structures or terminology']"
1,46,1_lehmann_berardinis_andrea_references,"['lehmann', 'berardinis', 'andrea', 'references', 'presutti', 'alejandro', 'stefano', 'carriero', 'jens', 'fabio']","['references jason wei yi tay rishi bommasani colin raffel barret zoph sebastian borgeaud dani tama maarten bosma denny zhou donald metzler ed chi tatsunori hashimoto oriol vinyals percy liang jeff dean and william fedus', 'retrieved from jacopo de berardinis valentina anita carriero nitisha jain nicolas lazzari albert andrea poltronieri and valentina presutti', 'laura weidinger john mellor maribeth rauh conor griffin jonathan uesato huang myra cheng mia glaese borja balle atoosa kasirzadeh zac kenton sasha brown will hawkins tom stepleton ney biles abeba birhane julia haas laura rimell lisa anne hendricks william isaac sean legassick geoffrey irving and iason gabriel']"
2,41,2_kgs_llms_transformer_enhance,"['kgs', 'llms', 'transformer', 'enhance', 'layers', 'verbalising', 'training', 'adaptability', 'knowpat', 'architecture']","['the llm could stay frozen and reuse just the output of the transformer encoder insert knowledge encoding layers in the middle of the transformer layers to adjust the encoding nism enabling the llm to process knowledge from the kg add independent adapters to process ledge', 'answer integrate kgs into llms during by adapting the transformer architecture description these methods use kg knowledge directly during the llm phase by modifying the encoder side of the transformer architecture and improving the training tasks', 'answer integrate kgs into llms by verbalising and including them in llm data description integrating kgs into llms is technique that enhances llms by incorporating verbalised triples from kgs directly into their data']"
3,40,3_knowledge_partitioning_subgraph_multilingual,"['knowledge', 'partitioning', 'subgraph', 'multilingual', 'encoding', 'roadmap', 'aspect', 'unified', 'kgs', 'factuality']","['retrieved november from din spec how do enhance large language models llms by using knowledge graphs kgs', 'large generative graph models', 'how do enhance knowledge graphs kgs by using large language models llms']"
4,38,4_association_computational_linguistics_findings,"['association', 'computational', 'linguistics', 'findings', 'guistics', 'acl', 'conference', 'papers', 'emnlp', 'spain']","['association for computational linguistics toronto canada', 'association for computational linguistics toronto canada', 'in findings of the association for computational linguistics acl']"
5,29,5_wang_zhang_zhao_sun,"['wang', 'zhang', 'zhao', 'sun', 'yang', 'huang', 'peng', 'fan', 'park', 'jiang']","['haiyan zhao hanjie chen fan yang ninghao liu huiqi deng hengyi cai shuaiqiang wang dawei yin and mengnan du', 'haiyan zhao hanjie chen fan yang ninghao liu huiqi deng hengyi cai shuaiqiang wang dawei yin and mengnan du', 'yu sun shuohuan wang shikun feng siyu ding chao pang junyuan shang jiaxiang liu xuyi chen yanbin zhao yuxiang lu weixin liu zhihua wu weibao gong jianzhong liang zhizhou shang peng sun wei liu xuan ouyang dianhai yu hao tian hua wu and haifeng wang']"
6,29,6_trans_acm_heidelberg_nature,"['trans', 'acm', 'heidelberg', 'nature', 'international', 'conference', 'chile', 'avila', 'repository', 'finance']","['springer nature switzerland cham', 'acm trans', 'acm trans']"
7,29,7_factuality_grapheval_factual_consistency,"['factuality', 'grapheval', 'factual', 'consistency', 'inaccuracies', 'validity', 'protocol', 'analyse', 'verifying', 'assessment']","['using frameworks such as grapheval which compares llm outputs with kgs the explainability of llm outputs can also be improved with rable facts see', 'using frameworks such as kontest which tically uses facts in kgs to create consistency tests and check their results factuality assessment can be used to check the logical validity of llm outputs see', 'additionally the use of frameworks like grapheval allows for scalable verification applying facts to atically evaluate and align llm outputs which further mitigates inaccuracies']"
8,28,8_extraction_entities_disambiguation_tasks,"['extraction', 'entities', 'disambiguation', 'tasks', 'mentions', 'coreference', 'texts', 'linked', 'relations', 'step']","['entity linking and disambiguation implement entity linking techniques to connect user queries with entities in kgs ensuring that the accurately identifies and retrieves the necessary mation', 'the implementation steps are as follows first the user question is processed to extract key entities and relationships using entity linking and relationship extraction techniques natural language understanding', 'first the user question is processed to extract key entities and relationships using entity linking and relationship extraction techniques as semantic graph representation of the question natural language understanding']"
