Topic,Count,Name,Representation,Representative_Docs
-1,64,-1_testing_sourcing_model_dataset,"['testing', 'sourcing', 'model', 'dataset', 'input', 'references', 'ml', 'annotators', 'assess', 'training']","['2\x08 3.11 validation data subset of input data 3.3 samples used to assess the prediction error of candidate machine learning model note to entry machine learning ml model validation 3.10 can be used for ml model selection', '3.3 input data data for which deployed machine learning model calculates predicted output or inference note to entry input data is also referred to by machine learning practitioners as out-of-sample data new data and production data', '3.7 testing activity in which system or component is executed under specified conditions the results are observed or recorded and an evaluation is made of some aspect of the system or component source iso/iec/ieee 26513:2017 3.42 3.8 test data subset of input data 3.3 samples used to assess the generalization error of final machine learning ml model selected from set of candidate ml models source reference 3.9 training dataset set of samples used to fit machine learning model 3.10 validation confirmation through the provision of objective evidence that the requirements 3.5 for specific intended use or application have been fulfilled source iso/iec 25000:2014 4.41 modified note to entry has been removed']"
0,37,0_neural_robustness_workflow_classification,"['neural', 'robustness', 'workflow', 'classification', 'uncertainty', 'robust', 'detect', 'datasets', 'testing', 'adversarial']","['5.3 statistical methods to measure robustness of neural network 5.3.1 general when applying the metrics from 5.2 on testing data in order to assess robustness several statistical techniques are available', 'overview of the existing methods to assess the robustness of neural networks 4.1 general 4.1.1 robustness concept robustness goals aim at answering the question to what degree is the system required to be robust or what are the robustness properties of interest', 'artificial intelligence ai assessment of the robustness of neural networks part overview scope this document provides background about existing methods to assess the robustness of neural networks']"
1,35,1_robustness_methods_goals_step,"['robustness', 'methods', 'goals', 'step', 'assessment', 'stability', 'aspect', 'testing', 'defined', 'performance']","['statistical methods 5.1 general one aspect of robustness is the effect of changing circumstances on quantitative performance which statistical methods are particularly suited to measure', 'the principle of applying such methods to robustness assessment is to evaluate to which extent these properties hold when circumstances change when using statistical methods how is the measured value of performance affected when changing the conditions', '14\x08 6.2 robustness goal achievable using formal methods 6.2.1 general this subclause describes the property of stability which is one of the properties used to assess robustness']"
2,30,2_image_noising_rotation_rgb,"['image', 'noising', 'rotation', 'rgb', 'perturbation', 'intensity', 'brightening', 'luminance', 'transformed', 'vibration']","['for example it represents the images the number of images represented by is very large in this case it is 2×2 in the general case it is l×w with the maximum intensity of homogeneous noising applied is the size of the image', 'the image represent all the possible images that is possible to derived from with homogeneous noising with an intensity of', 'formally each pixel is transformed using the following function with and v±k in the case of homogeneous noising the metric used is directly correlated to the value k. an image i1 at distance of of an image i2 if for each pixel pi of i1 and its corresponding pixel pi of i2 and at least one pixel exists where']"
3,26,3_asr_ultrasound_speech_audio,"['asr', 'ultrasound', 'speech', 'audio', 'attacks', 'audible', 'adversarial', 'range', 'psychoacoustic', 'acoustic']","['a.3.2 sound attacks in human-audible frequency range references and are among the first papers to consider automated attacks on the input speech signal', 'there are two main types of sound perturbations those that modify the acoustic signal in human- audible range and those relying on ultrasound', 'reference developed targeted speech adversarial example that makes slight perturbations to the original speech to fool the mozilla deepspeech asr system']"
4,24,4_trials_field_trust_challenges,"['trials', 'field', 'trust', 'challenges', 'software', 'recognition', 'validation', 'tests', 'robot', 'encountered']","['field trials for ai systems greatly vary with respect to methodology number of users or use samples involved status of the responsible organization/persons and documentation of the results', 'some prominent examples are facial recognition trials tests of decision support systems for agricultural applications practice for testing driverless cars tests of speech and voice recognition systems networked robot at train station', ""7.2 field trials while there are several aspects that need to be studied for the establishment of trust in ai systems the number of feasible approaches for analysing system 's behaviour and performance are limited""]"
5,23,5_software_safety_ieee_embedded,"['software', 'safety', 'ieee', 'embedded', 'stakeholders', 'standards', 'validation', 'medical', 'definitions', 'requirements']","['iso and iec maintain terminological databases for use in standardization at the following addresses iso online browsing platform available at iec electropedia available at 3.1 artificial intelligence ai system capability of an engineered system to acquire process and apply knowledge and skills 3.2 field trial trial of new system in actual situations for which it is intended potentially with restricted user group note to entry situation encompasses environment and process of usage', ""the primary goals of software testing are stated in iso/iec/ieee 29119-3:2013 `` provide information about the quality of the test item and any residual risk in relation to how much the test item has been tested to find defects in the test item prior to its release for use and to mitigate the risks to the stakeholders of poor product quality ''"", 'abstract interpretation has taken larger role in the software verification and validation community especially in the context of safety-critical software such as embedded software for planes cars and spacecraft']"
6,23,6_number_indicates_ratio_predictive,"['number', 'indicates', 'ratio', 'predictive', 'negatives', 'likelihood', 'classified', 'roc', 'rl', 'alarm']","['false negative rate the false negative rate also known as miss rate indicates the proportion of objects falsely classified as negative in the total number of positive objects', '10\x08 table sample characteristics and relevant basic metrics built upon them true condition total population condition positive cp condition negative cn prevalence accuracy tot t- tot predicted condition prediction positive true positive tp false positive fp positive predictive value vp+ false discovery rate precision relevance type error t+ p+ f+ p+ prediction negative false omission rate negative predictive value false negative fn true negative separation ability type ii error tn f- p- t- p- true positive rate rt+ false positive rate rf+ positive likelihood ratio rl+ sensitivity recall probability of detection fall-out proba- bility false alarm f1 score diagnostic odds rate t+ c+ f+ c- t+ f+ l+ l- t+ p+ \uf8ec\uf8ec \uf8f7\uf8f7 false negative rate rf- true negative rate rt- negative likelihood ratio rl- miss rate specificity selectivity f- c+ t- c- f- t- where nt+ is the number of true positives nt- is the number of true negatives nf+ is the number of false positives nf- is the number of false negatives nc+ is the number of conditions positive nc- is the number of conditions negative ptot is the total population np+ is the number of predictions positive np- is the number of predictions negative rt+ is the true positive rate rt- is the true negative rate rf+ is the false positive rate rf+ is the false negative rate rl+ is the likelihood positive ratio rl- is the likelihood negative ratio vp+ is the positive predictive value', 'false positive rate the false positive rate also known as fall-out or probability of false alarm indicates the proportion of objects falsely classified as positive that are negative']"
7,20,7_formal_methods_evaluator_program,"['formal', 'methods', 'evaluator', 'program', 'checking', 'semantic', 'demonstrate', 'formalized', 'proofs', 'instrumentation']","['formal methods rely on formal proofs to demonstrate mathematical property over domain', 'formal methods rely on sound formal proof in order to demonstrate mathematical property over domain', 'formal methods allow the evaluator to check if the properties are provable on the domain of use e.g']"
8,20,8_smear_blooming_atmospheric_turbulence,"['smear', 'blooming', 'atmospheric', 'turbulence', 'exposure', 'overexposure', 'pixel', 'optical', 'artifacts', 'imaging']","['in contrast to the mostly sharply defined blooming strip the smear effect strip always reaches the edge of the image and does not appear completely overexposed', 'the reason for the smear artifact is the charge transport after the exposure that lead to the exposure of transporting pixels in case of strong incidence of light', 'as these pixels are most often coupled in the vertical direction the artifact occurs often as sharply defined strip that appears completely overexposed']"
9,18,9_abstract_concrete_abstraction_traces,"['abstract', 'concrete', 'abstraction', 'traces', 'lattice', 'galois', 'interval', 'domains', 'pentagons', 'expressive']","['once the galois connection is proven between the two domains the abstract domain becomes sound over-approximation of the all the concrete executions which is also tractable by construction', 'then second domain is defined referred to as the abstract domain since it is an abstraction of the concrete domain', 'the galois connection is done by defining two specific functions one called the abstraction going from the concrete to the abstract domain and the other called the concretization going from the abstract to the concrete domain']"
10,17,10_inputs_trained_neural_space,"['inputs', 'trained', 'neural', 'space', 'robust', 'semantic', 'networks', 'validation', 'parameterizations', 'dnn']","['for example the output of network always needs to be greater than some part of the input space', 'for example to say simply that the trained neural network has to be robust to inputs dissimilar to those on which it has been trained is not sufficiently well defined', 'the trained neural network needs to be robust to inputs dissimilar to those on which it has been trained']"
11,16,11_adversarial_examples_training_attacks,"['adversarial', 'examples', 'training', 'attacks', 'adversary', 'knowledge', 'algorithm', 'dataset', 'paradigms', 'discover']","['adversarial examples occur naturally in the environment or because of sensor properties and there are also many techniques to engineer such examples but there is currently no tractable way to discover them all', 'from the view point of ai software engineers the existence of adversarial examples presents risk to the robustness of the system as the system has an erratic behaviour in some cases', 'there are two main attack paradigms that are found in the literature white-box attack where the adversary has full knowledge of the neural network training dataset and training algorithm black-box attack where the adversary lacks knowledge of the neural network training dataset or training algorithm']"
12,16,12_neural_linear_networks_interpolation,"['neural', 'linear', 'networks', 'interpolation', 'functions', 'dynamics', 'rmse', 'model', 'uncertainty', 'stability']","['however by nature some non-linear behaviours occur at some point making it possible for the neural network to have some unexpected behaviour on parts of the domain in which it is to be used', 'for interpolation systems the main advantage of neural networks is their ability to efficiently model complex linear and non-linear behaviour', 'technical report\x08 3.4 neural network neural net nn artificial neural network ann network of primitive processing elements connected by weighted links with adjustable weights in which each element produces value by applying non-linear function to its input values and transmits it to other elements or presents it as an output value note to entry whereas some neural networks are intended to simulate the functioning of neurons in the nervous system most neural networks are used in artificial intelligence as realizations of the connectionist model']"
13,15,13_metrics_task_quality_table,"['metrics', 'task', 'quality', 'table', 'judgment', 'characteristics', 'measures', 'scores', 'correlate', 'comparative']","['based on the context the task at hand and the nature of the data some metrics are not always appropriate as they can lead to irrelevant or misleading results', 'table provides synthetic view of the sample characteristics and metrics described in this subclause', 'indeed when the quality of task is subjective the metrics needs to assign quality scores that correlate with human judgment of quality']"
14,14,14_empirical_methods_statistical_observation,"['empirical', 'methods', 'statistical', 'observation', 'experimentation', 'results', 'confidence', 'groups', 'extrapolation', 'simulation']","['empirical methods rely on experimentation observation and expert judgement', 'the tests rely on different methods for example statistical formal or empirical methods', 'statistical formal and empirical methods']"
