Topic,Count,Name,Representation,Representative_Docs
-1,209,-1_13_customer_services_data,"['13', 'customer', 'services', 'data', 'table', 'gender', 'social', 'health', 'bias', 'cloud']","['7.4.2.3 stakeholders and stakeholder considerations stakeholders customer service and customers stakeholder considerations customer service expectations and customer experience 7.4.2.4 data characteristics description question response data from the online dialogue log source customer dialogue log type text volume size millions velocity real time variety various scenarios various businesses various categories of products variability rate of change nonlinear quality good 7.4.2.5 kpis accuracy the percentage of users whose intent is correctly recognized over the total number of users', 'insurance companies pool different types of risk and use statistical analysis to project losses within given class knowledge management this domain refers to the applications that provide combination of processes actions methodologies and solutions that enable the creation maintenance distribution and access to knowledge see iso/iec 30145-2:2020 3.7 legal this domain refers to the applications that are used in the legal services industry provide expert advice in all aspects of the law including contract corporate criminal family and estate tax and tort law manufacturing this domain refers to the industry that is industries transforming goods that is mainly manufacturing industries in their own right but they also concern the repair and installation of industrial equipment and subcontracting operations for third parties media and entertainment this domain comprises businesses that produce distribute and offer ancillary digital services and products for motion pictures television programs and commercials along with streaming content music video and audio recordings broadcast radio text and book publishing esports and video games sectors public sector this domain refers to businesses and industries that are owned or controlled by the government security this domain refers to the industry that is made up of companies that manufacture and sell security products', 'table list of use cases application do- main subclause use case name deployment model relevant sdgs agriculture 7.2.1 real-time segmentation and prediction of plant growth dynamics using low-power embedded systems equipped with ai embedded system good health and well-being for peo- ple zero hunger 7.2.2 smart agriculture embedded system zero hunger 7.2.3 forecasting of crop yield using decision support system cloud services zero hunger digital marketing 7.3.1 improving conversion rates and return on investment roi with ai technologies on-premise systems sustainable cities and communities 7.3.2 ai system for digital marketing in retail services hybrid responsible consumption and production e-commerce/ e-business 7.4.1 emotion-sensitive ai customer service on-premise systems industry innova- tion and infra- structure 7.4.2 deep learning-based user intent recognition cloud services decent work and economic growth 7.4.3 ai virtual assistant for customer support and service on-premise systems affordable and clean energy 7.4.4 customer relation management crm hybrid responsible consumption and production gen- der equality education 7.5.1 recommendation system for industrial training on-premise systems decent work and economic growth 7.5.2 an intelligent marking system on-premise systems quality education 7.5.3 intelligent educational robot on-premise systems quality education 7.5.4 ai system to intelligent campus cloud services quality education 7.5.5 ai adaptive learning platform for personal- ized learning cloud services quality education gender equality 7.5.6 ai adaptive learning mobile app hybrid quality education gender equality energy 7.6.1 smart energy grid embedded systems affordable and clean energy application do- main subclause use case name deployment model relevant sdgs fintech 7.7.1 detection of frauds based on collusions on-premise systems decent work and economic growth 7.7.2 virtual bank assistant cloud services industry innova- tion and infra- structure 7.7.3 forecasting prices of commodities on-premise systems reducing inequal- ities 7.7.4 finance advising and asset management with ai cloud service no poverty 7.7.5 loan in minutes on-premise systems industry in- novation and infrastructure no poverty decent work and econom- ic growth gender equality 7.7.6 predictive risk intelligence hybrid industry innova- tion and infra- structure gender equality table continued table continued application do- main subclause use case name deployment model relevant sdgs healthcare 7.8.1 ai system to predict post-operative visual acuity for lasik surgeries cloud services good health and well-being for people gender equality 7.8.2 ai system for quality control of electronic medical records emr in real time cloud services good health and well-being for people 7.8.3 discharge summary classifier on-premise systems good health and well-being for people 7.8.4 generation of clinical pathways on-premise systems good health and well-being for people 7.8.5 hospital management tools on-premise systems good health and well-being for people 7.8.6 predicting relapse of dialysis patient dur- ing treatment cloud services good health and well-being for people 7.8.7 instant triaging of wounds cloud services good health and well-being for people 7.8.8 detection of fraudulent medical claims embedded systems sustainable cities and communities 7.8.9 ai platform for chest ct-scan analysis early stage lung cancer detection cloud services good health and well-being for people 7.8.10 neural network formation of 3d-model or- thopaedic insoles hybrid good health and well-being for people 7.8.11 search for undiagnosed patients social networks good health and well-being for people 7.8.12 clinical decision support system cloud services good health and well-being for people gender equality 7.8.13 symptom assessment hypothetical mobile applica- tions accessing ai backends running on cloud platform']"
0,183,0_innova_patients_tion_ct,"['innova', 'patients', 'tion', 'ct', 'emr', 'diagnostic', 'scans', 'chest', 'radiology', 'data']","['7.8.14.2 narrative clinical decision support system based on the intellectual analysis and processing of medical texts medical care standards clinical recommendations and guidelines ehr drug use guide evidence-based medicine recommendations to ensure that medical decisions can be made in pharmacotherapy', 'the characteristics of this system include automatic risk stratification of patients more efficient organization of preventive work aimed at personal group of patients with high risk of complications and death the ability to route patients depending on the assessment obtained reduced morbidity and mortality reliable digital assistance trained on the results of evidence-based medicine and modern clinical guidelines automatic identification of risk factors automatic determination of the likelihood of developing disease compliance with clinical practice guidelines reduced time of the patient risk assessment powerful artificial intelligence to evaluate medical data and identify risk factors without development costs the addition of medical decision support functions ready service for evaluating ehr and to identify the risk factors reducing the costs of development of the medical information system', 'good health and well-being for people gender equality 7.8.14 making using evidence-based medicine and ai cloud services good health and well-being for people 7.8.15 ai-service for blood cells and bone marrow scans analysis cloud services good health and well-being for people table continued table continued application do- main subclause use case name deployment model relevant sdgs healthcare 7.8.16 ai-service for chest x-ray and chest ct on-premise systems good health and well-being for people 7.8.17 intelligent video analytics system on-premise systems good health and well-being for people 7.8.18 retrospective analysis cloud services good health and well-being for people 7.8.19 robotization of the federal hotlines on covid-19 issues cloud services good health and well-being for people 7.8.20 use of computer vision innovative technol- ogies for analysis of medical images and further application hybrid good health and well-being for people home and service robotics 7.9.1 device control using ai consisting of cloud computing and embedded system hybrid affordable and clean energy ict 7.10.1 ai system to help mobile phones to have better picture effect on-premise systems industry innova- tion and infra- structure 7.10.2 product failure prediction for critical it infrastructure on-premise systems industry innova- tion and infra- structure 7.10.3 ai-based optimized field dispatch on-premise systems industry innova- tion and infra- structure 7.10.4 wireless network failure prediction cloud services industry innova- tion and infra- structure 7.10.5 ai performance evaluation of ai-powered messaging bots cloud services decent work and economic growth insurance 7.11.1 ai services for health insurance companies embedded systems good health and well-being for people knowledge man- agement 7.12.1 water crystal mapping cloud services clean water and sanitation 7.12.2 ai system with digital knowledge centre for utilizing the knowledge in the organiza- tion cloud services industry innova- tion and infra- structure legal 7.13.1 ai contract management on-premise systems industry innova- tion and infra- structure table continued table continued application do- main subclause use case name deployment model relevant sdgs manufacturing 7.14.1 quality assurance solution based on ai to detect defects on wind turbines blades on-premise systems affordable and clean energy 7.14.2 generative design of mechanical parts cloud services industry innova- tion and infra- structure 7.14.3 powering remote drilling command centre on-premise systems industry innova- tion and infra- structure 7.14.4 quality improvement of adhesive products based on ai cloud services industry innova- tion and infra- structure 7.14.5 empowering autonomous flow meter con- trol reducing time taken for proving of meters on-premise systems industry innova- tion and infra- structure 7.14.6 improvement of productivity of semiconduc- tor manufacturing hybrid industry innova- tion and infra- structure 7.14.7 ai decryption of magnetograms hybrid industry in- novation and infrastructure affordable and clean energy 7.14.8 analysing and predicting acid treatment effectiveness on bottom hole zone hybrid industry innova- tion and infra- structure 7.14.9 automatic classification tool for full size core hybrid industry innova- tion and infra- structure 7.14.10 collaborative ai to assist workers with pro- duction and assembly in factories on-premise systems industry innova- tion and infra- structure media and enter- tainment 7.15.1 video on demand publishing intelligence platform hybrid industry innova- tion and infra- structure 7.15.2 ai system for promoting dx in customer attraction services at museum hybrid quality education public sector 7.16.1 ai ideally matches children to day-care centres on-premise systems decent work and economic growth gender equality 7.16.2 open spatial data set for developing ai algo- rithms based on remote sensing satellite drone aerial imagery data hybrid sustainable cities and communities 7.16.3 smart city on-premise systems sustainable cities and communities 7.16.4 ai tool for species categorization for wildlife population monitoring on-premise systems life on land security 7.17.1 non-intrusive detection of malware others sustainable cities and communities 7.17.2 detect pickpockets in crowd training with privacy-sensitive data social networks good health and well-being peace justice and strong institutions table continued table continued application do- main subclause use case name deployment model relevant sdgs transportation 7.18.1 enhancing traffic management efficiency and infraction detection accuracy with ai technologies cloud services sustainable cities and communities 7.18.2 ai system for traffic signal optimization based on multi-source data fusion hybrid sustainable cities and communities 7.18.3 dynamic routing software as service saas based on artificial intelligence on-premise systems climate action 7.18.4 misbehaviour detection mbd for v2x cloud services industry innova- tion and infra- structure 7.18.5 ai system to estimate or predict congestion length for traffic signal control cloud services and on-premise system sustainable cities and communities 7.18.6 traffic signal control using artificial intelli- gence traffic signals distributed networks and lte industry innova- tion and infra- structure 7.18.7 ai system for predicting rivers water levels during flooding on-premise sys- tems or cloud services climate action work and life 7.19.1 recommendation algorithm for improving member experience and discoverability of resorts in the booking portal of hotel chain cloud services industry innova- tion and infra- structure 7.19.2 improving the quality of online interaction hybrid good health and well-being for people 7.19.3 business use of iot for surveillance hybrid decent work and economic growth 7.19.4 video surveillance hybrid sustainable cities and communities 7.2 agriculture 7.2.1 real-time segmentation and prediction of plant growth dynamics using low-power embedded systems equipped with ai use case 7.2.1.1 \u200bobjectives the project is devoted to the development of low-power embedded system and ai algorithm for real- time plant segmentation and prediction of its growth']"
1,96,1_cases_merged_tr_table,"['cases', 'merged', 'tr', 'table', 'application', 'fields', 'template', 'domain', 'deployment', 'submitted']","['relevant sdgs a.2 comparison of the use case submission forms between iso/iec tr 24030:2021 and this document table a.2 shows results of mapping the fields in iso/iec tr 24030:2021 use case submission form to the submission form in this document', 'table a.2 mapping the fields in iso/iec tr 24030:2021 use case submission form to the submission form in this document fields used in iso/iec tr 24030:2021 use case sub- mission form fields used in iso/iec tr id the same field in this document 6.4.2 use case name the same field in this document 6.4.3 application domain the same field in this document 6.4.4 deployment model the same field in this document 6.4.5 status removed from this document scope of use case merged to the field objective 6.4.6 objective merged to the field objective 6.4.6 narrative short description not more than words merged to the field narrative 6.4.7 complete description merged to the field narrative 6.4.7 stakeholders merged to the field stakeholders and stakeholder perspec- tives 6.4.8 stakeholders assets values merged to the field stakeholders and stakeholder perspec- tives 6.4.8 system threats and vulnerabilities merged field in this document threats and vulnerabilities 6.4.12 fields used in iso/iec tr 24030:2021 use case sub- mission form fields used in iso/iec tr key performance indicators kpis id merged to the field key performance indicators kpis 6.4.10 name merged to the field key performance indicators kpis 6.4.10 description merged to the field key performance indicators kpis 6.4.10 reference to mentioned use case objectives merged to the field key performance indicators kpis 6.4.10 features of use case task the same field in this document task 6.4.11.2 method the same field in this document method 6.4.11.4 platform the same field in this document platform 6.4.11.5 topology the same field in this document topology 6.4.11.6 terms and concepts used removed from this document standardization opportunities/ requirements the same field in this document use of standards opportu- nities for future standardization 6.4.15 challenges and issues the same field in this document use of standards opportu- nities for future standardization 6.4.15 societal concerns description merged to the field ethical and societal concerns 6.4.14.3 sdgs to be achieved the same field in this document 6.4.16 data character- istics description merged to the field data characteristics 6.4.9 source merged to the field data characteristics 6.4.9.2 type merged to the field data characteristics 6.4.9.2 volume size merged to the field data characteristics 6.4.9.2 velocity merged to the field data characteristics 6.4.9.3 variety merged to the field data characteristics 6.4.9.4 variability rate of change merged to the field data characteristics 6.4.9.5 quality merged to the field data characteristics 6.4.9.6 process scenar- io and scenario conditions information on training scenario removed from this document information on evaluation sce- nario removed from this document information on execution scenar- io removed from this document information on retraining sce- nario removed from this document references of use case removed from this document table a.2 continued table a.2 continued annex informative use cases list of iso/iec tr 24030:2021 and iso/iec tr this document is based on collection of use cases available at 24030/\u200bed\u200b-2/\u200ben', 'use cases summaries 7.1 general table provides summary of information for each of the selected use cases including the selected application domain the name of the use case the subclause in which it is described its deployment model and relevant sdgs']"
2,92,2_automation_features_threats_vulnerabilities,"['automation', 'features', 'threats', 'vulnerabilities', 'processing', 'learning', 'machine', 'assistance', 'ram', 'nlp']","['level of automation conditional automation method ai models for the natural language processing technologies platform cloud services 7.12.2.7 threats and vulnerabilities no threats and vulnerabilities identified', '7.7.2.6 features of use case task natural language dialogue systems level of automation conditional automation method nlp platform web-based solution 7.7.2.7 threats and vulnerabilities none identified', '7.8.9.6 features of use case task recognition level of automation conditional automation method deep learning 7.8.9.7 threats and vulnerabilities loss of trust of this ai system']"
3,87,3_kpi_objectives_utilization_routes,"['kpi', 'objectives', 'utilization', 'routes', 'rate', 'tpa', 'efficiency', 'saas', 'latency', 'service']","['the reference of this kpi to mentioned use case objectives is to improve accuracy', 'the reference of this kpi to mentioned use case objectives is to improve accuracy', 'the reference of this kpi to mentioned use case objectives is always on']"
4,83,4_privacy_risks_consent_security,"['privacy', 'risks', 'consent', 'security', 'concerns', 'gdpr', 'drivers', 'attributes', 'responsibility', 'protection']","['7.18.6.7 threats and vulnerabilities identified safety security and privacy risks include safety and security risks related to traffic management systems since failure or malfunction can endanger the lives of large number of people and privacy risks related to the monitoring and tracking of vehicles and drivers', 'identified safety security and privacy risks include safety and security risks related to traffic management systems since failure or malfunction can endanger the lives of large number of people and privacy risks related to the monitoring and tracking of vehicles and drivers', 'identified safety security and privacy risks include safety and security risks related to traffic management systems since failure or malfunction can endanger the lives of large number of people and privacy risks related to the monitoring and tracking of vehicles and drivers']"
5,79,5_traffic_congestion_road_intersections,"['traffic', 'congestion', 'road', 'intersections', 'driving', 'detectors', 'speed', 'autonomous', 'vehicles', 'adaptive']","['furthermore the ai provider develops an optimization method that works out an optimized traffic signal timing plan by self-adaptively responding to real-time traffic flow fluctuation and can provide traffic flow coordination among multiple intersections', '7.18.2 ai system for traffic signal optimization based on multi-source data fusion use case 7.18.2.1 \u200bobjectives generate traffic signal timing plans by analysing the traffic flow status and patterns based on fusing internet data induction coils data and video data and control the traffic signal with the generated timing plans in real-time self-adaptive and cooperative way', '7.18.2.2 narrative an ai system was developed that can recognize the real-time traffic flow status and abstract traffic flow patterns by fusing internet data induction coils data and video data and can generate an optimized traffic signal timing plan by self-adaptively responding to real-time traffic flow fluctuation and can provide traffic flow coordination among multiple intersections within given region']"
6,69,6_stakeholders_stakeholder_considerations_customers,"['stakeholders', 'stakeholder', 'considerations', 'customers', 'authorities', 'regulatory', 'environmental', 'gas', 'manufacturers', 'producers']","['7.14.7.3 stakeholders and stakeholder considerations stakeholders ai customers of oil and gas manufacturing companies relevant environmental regulatory and policy making authorities', '7.4.1.3 stakeholders and stakeholder considerations stakeholders customer service and customers', '7.14.9.3 stakeholders and stakeholder considerations stakeholders ai customers of oil and gas manufacturing companies relevant environmental regulatory and policy making authorities']"
7,67,7_data_velocity_flow_sensor,"['data', 'velocity', 'flow', 'sensor', 'vfd', 'fcv', 'valves', 'rpm', 'documents', 'batch']","['the iot signal intelligence platform ingested three plus years of process data and sensor data regarding plant operations from temperature rpm torque and pressure sensors that were strapped on to industrial mixers', '7.14.4.4 data characteristics this ai system ingested three plus years of process data and sensor data regarding plant operations from temperature rpm torque and pressure sensors that were strapped on to industrial mixers', '7.14.5.4 data characteristics this ai system ingested three plus years of process data and sensor data regarding plant operations from temperature rpm torque and pressure sensors that are used to set the variable frequency device vfd and flow control valves fcv setpoints']"
8,64,8_students_adaptive_teachers_educational,"['students', 'adaptive', 'teachers', 'educational', 'examination', 'program', 'classroom', 'robot', 'oral', 'office']","['source intelligent education products or platforms type structured or unstructured data velocity in real time variety students information teachers information information generated during the course of teaching learning and management', '7.5.4.2 narrative based on big data and artificial intelligence technology the use case brings teaching examination learning and management into the integrated system of mutual cooperation based on accompanying data acquisition and dynamic big data analysis combined with process evaluation to help teachers and students to realize teaching according to their aptitude and individualized learning to help managers to supervise and assist decision-making and to greatly promote the transformation of education learning and management to intelligence', 'regarding ethical and societal concerns this ai system of intelligent campus is desired to consider the impacts on the ai users teachers and students because it brings artificial intelligence technology onto the campus and into the classroom promotes students learning and teachers teaching and facilitates teaching management']"
