Topic,Count,Name,Representation,Representative_Docs
-1,59,-1_quality_ergonomics_labelling_spec,"['quality', 'ergonomics', 'labelling', 'spec', 'tooling', 'audit', 'document', 'training', 'onboarding', 'requirements']","['din dke spec training data data used as an input to an algorithm for development and training of machine learning models label pair of question and corresponding passage within text that serves as an answer to that question binary question question that is answered on binary scale question question that can be answered openly standard question question that is for all or selection of the documents included in the training data unique question question that only applies to one specific document impossible question question that can not be answered by the selected document possible question question that can theoretically be answered by the selected document requirement declaration of necessary condition source modified notes to entry have been removed', 'din dke spec figure the four pillars of labelling quantity and quality the four pillars of the model are the fulfilment of several overarching process characteristics detailed training and onboarding of the labelling workforce accurate quality control and assurance qca ergonomics and the respective tooling', 'din dke spec contents page foreword introduction scope normative references terms and definitions abbreviations overview process goals quality requirements process goals requirements for label questions requirements for label answers sets of labels process requirements general process characteristics onboarding training quality control assurance ergonomics tooling general administration preparation ergonomics annex informative informative content on qca mechanisms quality control assurance mechanisms general benchmark questions quality audit consensus standard and unique questions strengths and weaknesses of the mechanisms implication for qca mechanism selection bibliography figures figure the four pillars of labelling quantity and quality tables table correct label answers table comparison of qca mechanisms din dke spec foreword this document has been developed according to the din spec pas procedure']"
0,25,0_language_processing_questions_data,"['language', 'processing', 'questions', 'data', 'sentence', 'corpus', 'knowledge', 'semantic', 'unstructured', 'notes']","['interpretation of natural language', 'text corpus collection of natural language data source iso modified notes to entry have been removed', 'natural language processing nlp field covering knowledge and techniques involved in the processing of linguistic data by computer source iso qa field in computer science focusing on that can answer questions posed by humans in natural language in an automated manner source model mathematical representation of physical or process source algorithm set of rules for transforming the logical representation of data source data reinterpretable representation of in formalized manner suitable for communication interpretation or processing source modified notes to entry have been removed']"
1,22,1_tool_process_skills_prects,"['tool', 'process', 'skills', 'prects', 'accounts', 'roles', 'respective', 'design', 'requirements', 'selecting']","['the tool shall include the possibility of implementing different organizations prects and member roles with regulated access rights', 'the tool shall include individual accounts password control safe storage of all sensitive and automated backups in case of it issues or intentional attacks', 'the tool is required to integrate admin and accounts as few settings can individually be edited by each organisation or prect owner']"
2,20,2_body_spec_standards_rechte,"['body', 'spec', 'standards', 'rechte', 'accuracy', 'regulations', 'safety', 'warranty', 'occupational', 'normung']","['this document has been developed and adopted by the initiator and authors named below fakir informatik gmbh simon fakir deepset gmbh alexandra höß milos rusic kernkompetenzzentrum fim ricarda schäfer at present there are no standards covering this topic in the body of german standards', 'din dke specs are not part of the german body of standards and not part of the dke body of regulations', 'din dke specs are not part of the body of german standards']"
3,17,3_labelling_address_labelers_session,"['labelling', 'address', 'labelers', 'session', 'alert', 'considerations', 'labels', 'processes', 'label', 'proximity']","['note in these phases labelers can address open questions best practices and concerns', 'in this session labelers should be encouraged to address open as well as problems related to the labelling task and tooling', 'second question session should follow where labelers should be encouraged to ask questions and address open third labelers should familiarize themselves with the labelling tool and gain some experience']"
4,16,4_mechanisms_weaknesses_control_assurance,"['mechanisms', 'weaknesses', 'control', 'assurance', 'benchmark', 'labelers', 'harmful', 'building', 'collaborative', 'hierarchies']","['din dke spec annex informative informative content on qca mechanisms quality control assurance mechanisms general in qa labelling processes variety of different qca mechanisms is available', 'quality assurance planned atic and preventive actions that are required to that materials products or services meet specified requirements source din iso quality control inspection test or examination to that materials products or services conform to specified requirements source din iso benchmark any standard or reference by which others can be measured source operator person or organisation having responsibility for the operation of the equipment source iso abbreviations qca quality control and assurance overview large number of labels can increase the quality of results', 'qca approach strengths weaknesses benchmark questions fast quality check during the process accepted and known approach across domains performance measurable on the individual level control of process owners danger of homogeneous benchmark questions too easy too difficult longer preparation time little flexibility questions have to be agreed upon beforehand quality audit flexible in respect to effort invested in qca good quality labelers fully focused on labelling central decision making and clear responsibilities one label at time only bidirectional discussions danger of bias through quality manager for consensus building all labelers shall be available at the same time consensus standard questions collaborative approach fosters common understanding flat hierarchies less room for bias labelers often distracted from core task danger of harmful group dynamics temporal and geographic restrictions consensus unique questions of questions collaborative approach fosters common understanding flat hierarchies less room for bias labelers often distracted from core task danger of harmful group dynamics for consensus building all labelers shall be available at the same time implication for qca mechanism selection the selection of qca mechanisms can be guided by the recommendations benchmark questions useful to train labelers and evaluate whether labelers are familiar with the labelling tool and confident with the labelling task']"
5,15,5_answers_questions_label_length,"['answers', 'questions', 'label', 'length', 'benchmarking', 'comprises', 'compares', 'partial', 'responding', 'positive']","['note the answers can not be compared on word level but the length detail level and style of question can be compared', 'note the answers can not be compared on word level but the length detail level and style of question can be compared', 'resulting answers from the labelers are compared to the benchmark answer']"
6,14,6_questions_unique_document_assignment,"['questions', 'unique', 'document', 'assignment', 'blocks', 'labeler', 'tool', 'tags', 'switch', 'marking']","['the other labelers answer these unique questions on different documents', 'for unique questions one labeler creates and answers unique questions on specific document', 'the labelling tool should include the functionalities tagging and searching for documents the differentiation between standard and unique questions assignment of questions to question blocks assignment of question blocks to labelers']"
7,13,7_expertise_hierarchy_labelling_process,"['expertise', 'hierarchy', 'labelling', 'process', 'training', 'onboarding', 'designing', 'authorization', 'instructional', 'iterative']","['based on expertise levels less expert labelers can pass on difficult labels for authorization', 'expertise levels can be assigned to labelers for hierarchy and decision structure', 'note the assigned expertise levels can be used to pass difficult labelling decision to someone higher in the hierarchy']"
8,12,8_quantity_labels_quality_model,"['quantity', 'labels', 'quality', 'model', 'labeler', 'label', 'performance', 'batch', 'labelers', 'feedback']","['in respect to quantity higher number of labels always strengthens the model and labels answer pairs are strongly recommended for model training', 'labels are exemplary pairs marked in documents and their quantity and quality significantly impacts model performance', 'good for documents where quality of labels is more important than quantity of labels']"
9,10,9_requirements_version_management_safety,"['requirements', 'version', 'management', 'safety', 'software', 'terminology', 'gesetz', 'cybersecurity', 'command', 'marine']","['ergonomics study and design of working environments and their components work practices and work procedures for the benefit of the worker productivity health comfort and safety source iso software tool computer program used in the development of an item or element source iso din dke spec process set of interrelated or interacting activities that use inputs to dver an intended result source din iso modified notes to entry have been removed', 'morgan claypool publishers numerical welding simulation execution and documentation information technology data interchange on mm magnetic tape cartridges format software engineering software product quality requirements and evaluation square data quality model iso terminology work and terminology science vocabulary health informatics component strategy for use case development iso ships and marine technology ship bridge layout and associated equipment requirements and guidnes iso road vehicles functional safety part vocabulary din iso quality management fundamentals and vocabulary iso german and english version iso din iso petroleum and natural gas industries design and operation of subsea production part unbonded flexible pipe for subsea and marine applications iso english version iso space safety dependability and quality assurance sd qa programme management iso gas turbine applications safety din iso quality management requirements iso adam et', 'din iso ergonomic requirements for office work with visual display terminals vdts part command dialogues iso german version iso din iso ergonomics of interaction part interaction principles iso german version iso din information technology security techniques information security management requirements including cor and cor german version terms and definitions for the purposes of this document the terms and definitions apply']"
10,10,10_instability_factors_financial_language,"['instability', 'factors', 'financial', 'language', 'proficiency', 'shortages', 'recession', 'economic', 'corpus', 'workforces']","['was caused by financial instability psychological factors and labor market answer too short and does not include all aspects to the answer', 'financial instability correct answer label concise and comprehensive instability psychological factors and labor market shortages if an answer can be found in the beginning and at the end of paragraph highlight the whole paragraph', 'passage the world faced severe global economic recession that was caused by financial instability psychological factors and labor market shortages']"
