Topic,Count,Name,Representation,Representative_Docs
-1,64,-1_computing_processing_definitions_access,"['computing', 'processing', 'definitions', 'access', 'cloud', 'neural', 'operations', 'devices', 'memory', 'heterogeneous']","['this meaning of computing is used in definitions of heterogeneous computing and cognitive computing where the term system explicitly appears set of approaches or actions that can be performed by system aiming at processing specific kind of data or providing solutions to certain tasks', '3.20 heterogeneous computing system that uses more than one kind of processor or cores source iso/iec 30145-3:2020 3.1.5 3.21 distributed computing spreading of computation and data across number of computers connected by network source iso/iec/ieee 24765:2017 3.1240 3.22 quantum computing use of quantum phenomena for computational purposes source iso/ts 80004-12:2016 6.5 3.23 cloud computing paradigm for enabling network access to scalable and elastic pool of shareable physical or virtual resources with self-service provisioning and administration on-demand note to entry examples of resources include servers operating systems networks software applications and storage equipment', ""source iso/iec 22123-1:2021 3.2.1 3.24 inter-cloud computing paradigm for enabling the interworking between two or more cloud service providers source iso/iec 22123-1:2021 3.12.1 3.25 edge computing distributed computing in which processing and storage takes place at or near the edge where the nearness is defined by the system 's requirements source iso/iec tr 23188:2020 3.1.3 3.26 processing run of an algorithm treatment on data or sequence of them performed by ai systems 3.27 buffer device or storage area used to store data temporarily to compensate for differences in rates of data flow time of occurrence of events or amounts of data that can be handled by the devices or processes involved in the transfer or use of the data source iso/iec/ieee 24765:2017 3.430.1 3.28 cache temporary storage in computer memory to improve operations by having frequently used data readily available for retrieval source iso/iec/ieee 24765:2017 3.452.1 abbreviated terms ai artificial intelligence fifo first-in-first-out gpu graphics processing unit it information technology ml machine learning npu neural-network processing unit pcie peripheral component interconnect express soc system on chip uml unified modelling language ml computing device concepts 5.1 processing processing can refer to the following an activity or treatment or sequence of them to be conducted for specific purpose run of an algorithm which can provide certain treatment or trigger some activity for specific purpose""]"
0,40,0_operators_ml_software_sets,"['operators', 'ml', 'software', 'sets', 'libraries', 'toolkits', 'computation', 'implement', 'hardware', 'propagation']","['in an ml system ml operators are defined by ai computing devices and implemented by the associated enabling software libraries', 'ml software toolkits vendors also implement their own extensions on ml operators which are the sets of functions executable by specific toolkit using the operators supported by the underlying hardware', 'the following difficulties exist in establishing unified and public set of ml operators for all kinds of ai computing devices and software the soundness of the operator set is hard to guarantee if these operators come out of merge of those existing operator sets']"
1,32,1_modified_entry_values_references,"['modified', 'entry', 'values', 'references', 'standards', 'ieee', 'leverages', 'symbol', '2382', 'infrastructures']","['iso and iec maintain terminology databases for use in standardization at the following addresses iso online browsing platform available at iec electropedia available at 3.1 artificial intelligence computing ai computing processing that leverages infrastructures to enable the set of methods or automated entities that together build optimize and apply an ai model 3.2 machine learning computing ml computing processing that leverages infrastructures to train and execute ml models 3.3 infrastructure hardware and software environment to support computer system and software design development and modification note to entry network facilities can be also infrastructure working with hardware and software', 'source iso/iec 2382:2015 modified removed note to entry and 3.6 functional unit entity of hardware or software or both capable of accomplishing specified purpose note to entry in iec the more general term item is used in place of functional unit', 'source iso/iec 27000:2018 3.52 3.12 effectiveness extent to which planned activities are realized and planned results are achieved source iso/iec 33001:2015 3.1.3 3.13 efficiency resources expended in relation to the accuracy and completeness with which users achieve goals source iso/iec 25063:2014 3.4 3.14 datatype set of distinct values characterized by properties of those values and by operations on those values source iso/iec 11404:2007 3.12 3.15 operator mathematical or logical symbol that represents an action to be performed in an operation or symbol representing the name of function source iso/iec/ieee 24765:2017 3.2716 modified 3.2716.3 and 3.2716.4 are combined']"
2,29,2_computing_machine_learning_ml,"['computing', 'machine', 'learning', 'ml', 'devices', 'performance', 'surveys', 'software', 'optimizing', 'note']","['3.7 unit lowest level of hardware assembly for which acceptance and qualification tests are required source iso 24917:2020 3.4 3.8 service kind of application which encapsulates one or more computing modules and can be accessed through specified interface source iso/iec 19763-5:2015 3.1.18 3.9 artificial intelligence computing device ai computing device computing device 3.4 that can be specifically used for accelerating some or all of artificial intelligence computing note to entry an artificial intelligence computing device often contains and works with specific enabling software', 'technical report information technology artificial intelligence overview of machine learning computing devices scope this document surveys machine learning ml computing devices including the following ml computing device terminology and characteristics existing approaches to the setting and use of characteristics for optimizing ml computing device performance', '3.10 machine learning computing device ml computing device computing device 3.4 that can be specifically used for accelerating machine learning computing note to entry machine learning computing device often contains and works with specific enabling software']"
3,25,3_nodes_connections_central_topologies,"['nodes', 'connections', 'central', 'topologies', 'torus', 'grid', 'wrap', 'star', 'tree', 'edge']","['n×n torus in this topology extra horizontal or vertical wrap-around connections are established between edge nodes', 'n×n folded torus in this topology extra horizontal and vertical wrap-around connections are established between edge nodes', 'two types of topologies exist regular topology and customized topology regular topology topologies of this kind include ring star n×n grid n×n torus n×n folded torus and tree topologies where stands for the number of nodes and each node can be an ml computing device an accelerating processor memory storage module etc']"
4,23,4_stream_streams_overlap_synchronous,"['stream', 'streams', 'overlap', 'synchronous', 'flow', 'queue', 'multiple', 'parallel', 'processing', 'threads']","['after all the work is arranged in streams and before the streams are finished the host waits for results', 'the host can split its work into parts and when each is finished the corresponding device work can be delivered to stream', 'an event can be associated with specific stream or multiple streams indicating whether device work is finished']"
5,23,5_buffer_buffering_frame_display,"['buffer', 'buffering', 'frame', 'display', 'circular', 'video', 'restriction', 'fifo', 'storage', 'buffers']","['video display can apply double buffering mechanism which stores frame in piece of memory back buffer the content of which is copied to the video random access memory for display', 'multiplicity multiple buffering applies more than one buffer to hold piece of data such that the reader to the buffer can see complete version of data', 'circular buffer makes use fixed-size and limited piece of memory']"
6,19,6_memory_chip_processors_pcie,"['memory', 'chip', 'processors', 'pcie', 'processor', 'soc', 'cache', 'devices', 'latency', 'bandwidths']","['6.5 topologies 6.5.1 general in an ml system topology is about the arrangement and communication relationships between useful components such as accelerating processors ml computing devices memory and storage e.g', 'in addition on-chip memory can improve the efficiency of memory access in comparison with the settings that use main memory via pcie', 'ml computing device-related topology can be in different scales inside an ml computing device the arrangement and communication relationships between accelerating processors memories storage and other co-operated modules e.g']"
7,18,7_status_logs_training_processes,"['status', 'logs', 'training', 'processes', 'workflow', 'performance', 'measures', 'ml', 'logging', 'timestamp']","['using an ml computing device for inference time consumption can be defined as the length of time used by process e.g', 'time consumption analysis an ml training or inference process contains several sub-processes and delay in any sub-process can deteriorate the overall performance', 'for an ai system time consumption can be applied to the overall efficiency of an entire workflow containing multiple ml processes e.g']"
8,17,8_computing_clause_devices_cooling,"['computing', 'clause', 'devices', 'cooling', 'planning', 'improvement', 'capacities', 'inference', 'semantic', 'resolve']","['analysis of the meaning of device helps to define and understand the concept of ml computing device', 'the inference of big deep learning model in which one ml computing device does not have adequate memory to completely accommodate the data being processed', 'within an ml computing device']"
