Topic,Count,Name,Representation,Representative_Docs
-1,63,-1_security_information_process_confidentiality,"['security', 'information', 'process', 'confidentiality', 'integrity', 'governance', 'standard', 'requirements', 'regulations', 'organizational']","['security control safeguard or countermeasure prescribed for an information system or an organization designed to protect the confidentiality integrity and availability of its information and to meet set of defined security requirements', 'security system engineers use the security objectives of confidentiality integrity and availability to consider the security capabilities for system', 'acronyms and abbreviations cia confidentiality integrity availability dpia data protection impact assessment gdpr general data protection regulation pia privacy impact assessment pii personally identifiable information sdlc systems development life cycle sla service level agreement soi']"
0,33,0_regulatory_context_factors_environment,"['regulatory', 'context', 'factors', 'environment', 'jurisdictions', 'requirements', 'document', 'attributes', 'aspects', 'architecture']","['document the regulatory context assessment results in accordance with the organization standard operating procedure for regulatory reporting as applicable', 'an organization shall identify and consider other contextual factors and shall document the consideration and outcome', 'regulatory context the organization shall carry out formal regulatory context assessment to accomplish the following identify the relevant laws or regulations with which the organization and intended system should comply identifying which aspects of those legal requirements are relevant to the system']"
1,32,1_risk_assessment_decision_risks,"['risk', 'assessment', 'decision', 'risks', 'process', 'changes', 'mitigation', 'avoidance', 'residual', 'environment']","['as actions taken in clause may change the system environment the process outlined in clause may need to be repeated necessitating new assessment and new controls', 'risk assessment should be used to identify the scale and nature of the risk so an appropriate mitigation or other response such as transfer of risk can be identified', 'it may be that controls need to be explored new risk assessment carried out and then new decision on the residual risk evaluated']"
2,30,2_data_protection_privacy_confidential,"['data', 'protection', 'privacy', 'confidential', 'security', 'laws', 'transparency', 'fairness', 'directive', 'european']","['many countries and regions have data protection or privacy laws and regulations which provide individuals with rights over data that relates to them and place minimum requirements and responsibilities on those processing personal data', 'data privacy and data protection', 'some jurisdictions avoid the use of the term privacy for instance it does not appear in the general data protection regulation gdpr but rather focus on the protection of data that relates to individuals and the principles rights responsibilities and obligations involved when processing personal data']"
3,30,3_risks_assessment_privacy_controls,"['risks', 'assessment', 'privacy', 'controls', 'cost', 'management', 'process', 'managed', 'environment', 'prioritized']","['privacy risk assessment is process by which an organization can identify given the intended system design and functionality the potential risks that may result from the processing of personal data and where system changes or controls may be required and should recommend that the risks be prioritized', 'privacy risk management responding to risks in the proposed system environment the desired output of the risk assessment process described in is set of prioritized risks', 'privacy risk responding to risks in the proposed system privacy controls for risk ongoing system privacy risk']"
4,27,4_requirements_factors_organizational_privacy,"['requirements', 'factors', 'organizational', 'privacy', 'obligations', 'principles', 'capabilities', 'defining', 'framework', 'regulatory']","['defining organizational privacy requirements overview this clause describes several different factors that can be used to define organizational privacy requirements and in turn inform privacy requirements and system design see clause', 'figure privacy framework components clause discusses how an organization identifies the privacy requirements of specific system based on organizational privacy requirements the system specifics business objectives and risk assessment', 'table examples of contextual factors external factors internal factors third party relationships industry standards and practices privacy principles and frameworks ethical considerations and obligations reflecting the societies and communities within which organizations are designing or deploying systems risk tolerance business strategy and practices including business objectives which are contingent on data processing the organization technology capabilities and limitations brand identity and reputation values ethics and culture including internally identified privacy principles and frameworks contractual obligations operational performance monitoring and validation of obligations cascading of obligations on contractors and privacy needs of customers or service users privacy needs of suppliers and partners privacy principles privacy principles are an important part of many privacy frameworks and regulations']"
5,25,5_controls_selection_practice_sound,"['controls', 'selection', 'practice', 'sound', 'implementing', 'planned', 'review', 'achieve', 'requirements', 'process']","['the nature of impact one control might reduce the identifiability of an individual while another provides the individual with more control over how data is processed the type of control technical control that alters or acts on the data in some way versus an organizational control that creates new governance process that alters the way those interacting with the system behave', 'it is recommended that those implementing controls follow best practices for the implementation of specific controls and in some instances that the implementation strategy be reviewed by one skilled in the art or practice', 'where controls are found to be deficient to meet the system requirements and identified privacy risks the controls need to be reviewed and the control selection or implementation process revisited or the system needs to be changed in some other way that alters the system requirements']"
6,25,6_controls_privacy_implemented_assessed,"['controls', 'privacy', 'implemented', 'assessed', 'requirements', 'limit', 'selecting', 'expertise', 'access', 'standards']","['privacy control assessment all privacy controls shall be assessed to confirm that they are implemented correctly operating as intended and producing the desired outcome or meeting the system privacy requirements', 'various resources are available which list commonly used privacy controls although how these controls are categorized varies for instance by the nature and type of control by the privacy principle the control delivers on or by the strategy the control is aiming to deliver', 'complexity or accessibility more advanced controls such as differential privacy can provide powerful privacy guarantees but may require significant expertise to deploy when selecting controls organizations should consider not just the efficacy of the control in mitigating given risk but also factors such as the cost and expertise required to implement the control or the dependencies or restrictions resulting from the selected control']"
7,25,7_framework_organizational_roles_privacy,"['framework', 'organizational', 'roles', 'privacy', 'responsibilities', 'principles', 'governance', 'accountability', 'staff', 'requirements']","['roles and responsibilities for an organizational privacy framework to be effective at minimum certain roles are required with certain responsibilities within the organization responsible for following the organizational privacy framework', 'governance and accountability functions the entity identified as being accountable for the organizational privacy framework shall help to adequately prepare the organization to act on the requirements of this standard and enable governance of the organization privacy framework and its operation through the following identification of privacy leadership and management stakeholders within the organization support by executive management of an organizational commitment to privacy and the allocation of resources confirmation that the organization has sufficiently resourced those responsible for the organization privacy framework to so it is able to function as intended assessment of the organizational readiness and maturity with regards to privacy management capabilities the entity shall also be responsible for demonstrating conformity with certain requirements of this standard', 'setting organizational privacy framework general the organization shall implement an organizational privacy framework and shall include the following policies procedures and guidelines in conformance with roles and responsibilities in conformance with training in conformance with governance and accountability functions in conformance with an organizational privacy framework is set of principles policies and processes that describe what an organization may or may not do with personal data how decisions about the processing of personal data are made and operationalized and how the organization meets the privacy requirements identified in clause to help design and deploy systems that meet mission and business objectives while managing privacy risk']"
8,23,8_cycle_sdlc_engineering_privacy,"['cycle', 'sdlc', 'engineering', 'privacy', 'descriptions', 'customer', 'requirements', 'processes', 'gate', 'deployment']","['figure development life cycle privacy phase gates the six follow each major step within the sdlc to help manage privacy requirements and controls', 'figure development life cycle privacy phase gates', 'privacy in the systems development life cycle general the systems development life cycle sdlc is model used to develop technology within stepwise process']"
