Topic,Count,Name,Representation,Representative_Docs
-1,122,-1_fairness_werden_durch_spec,"['fairness', 'werden', 'durch', 'spec', 'nicht', 'es', 'konfusionsmatrix', 'eine', 'kann', 'zur']","['damit wird deutlich dass die sicherstellung von fairness von im finanzsektor nicht nur selbige sondern auch dem ziel ki rechnung und den der regulierung folgt und diese im ersten schritt operationalisiert', 'es gibt bereits initiativen wie die tr die fairness als lichen bestandteil zur sicherstellung der in ki und andere standards wie tr und tr die sich auf die vermeidung von verzerrungen in und entscheidungsfindungen konzentrieren', 'generelle überlegungen im rahmen der existierenden fairnessmessung im rahmen der interviews und im zusammenhang mit der praktischen fairnessmessung sind folgende ren vorab durch die hervorgehoben worden inhärente vorurteile in kriminellen untersuchungen es gibt und manchmal notwendige vorurteile in kriminellen untersuchungen zum beispiel wenn sanktionslisten arabische namen enthalten oder mit menschen in verbindung gebracht wird die oft im ausland sitzen']"
0,31,0_daten_oder_datensatz_verarbeitung,"['daten', 'oder', 'datensatz', 'verarbeitung', 'datenpunkte', 'kontrafaktische', 'datensatzes', 'personenbezogenen', 'synthetischer', 'datenkategorien']","['april zum schutz natürlicher personen bei der verarbeitung personenbezogener daten zum freien datenverkehr und zur aufhebung der richtlinie charter of fundamental rights of the european union cfr gg grundgesetz für die bundesrepublik deutschland gwg gesetz über das aufspüren von gewinnen aus schweren straftaten geldwäschegesetz gwg', 'rend die technologie die effizienz muss sie jedoch implementiert werden um len dass sie zu keiner benachteiligung von bestimmten indivin oder demographischen gruppen zum beispiel durch die wiederspiegelung von gesellschaftlichen vorurteilen die in verzerrten biased daten bildet sein durch entscheidungsmethoden die menschen mit bestimmten eigenschaften oder benachteiligen oder durch nicht inklusive anwendungsprozesse', 'anmerkung zum begriff die dsgvo behandelt hinaus in artikel absatz die verarbeitung von besonderen datenkategorien aus denen die rassische und ethnische herkunft politische meinungen oder liche uǆ berzeugungen oder die hervorgehen sowie genetischen daten biometrischen daten zur eindeutigen identifizierung einer person gesundheitsdaten oder daten zum sexualleben oder der sexuellen die erlaubt explizit die verarbeitung datenkategorien zur erkennung und behebung diskriminierender tendenzen von']"
1,26,1_ki_kleinkredite_clearing_kreditwürdigkeitsprüfung,"['ki', 'kleinkredite', 'clearing', 'kreditwürdigkeitsprüfung', 'prozessübersicht', 'ist', 'level', 'fallbearbeitung', 'bewertung', 'beispielhaften']","['bild prozessübersicht clearing mit einsatz von ki', 'clearing mit einsatz von ki das folgende schaubild bild stellt einen beispielhaften prozess der fallbearbeitung im level of gation mit einsatz von ki dar', 'clearing ohne einsatz von ki das folgende schaubild bild stellt einen beispielhaften prozess der fallbearbeitung im level of gation ohne den einsatz von ki dar']"
2,25,2_rate_positives_accuracy_fp,"['rate', 'positives', 'accuracy', 'fp', 'tpr', 'balanced', 'parity', 'tnr', 'liegt', 'optimieren']","['ist es zum beispiel im kontext einer bestimmten anwendung besonders wichtig wenige false positives zu haben ist das nessmaß equal opportunity besonders ungeeignet da dieses wiederum auf der true positive rate basiert welche der anzahl false positives invariant ist', 'beispielsweise ist die true positive rate invariant aǆ nderungen der anzahl false positives und true negatives', 'tabelle übersicht gruppenfairnessmaße gruppenfairnessmaß basierend auf qualitätsmaße fachliteratur zum maß separation conditional procedure accuracy equalized odds tpr tp und fpr fp equal opportunity tpr tp false positive rate balance fpr fp false negative rate balance fnr fn sufficiency ppv tp und for fn din spec tabelle fortgesetzt gruppenfairnessmaß basierend auf qualitätsmaße fachliteratur zum maß conditional use accuracy ppv tp und npv tn calibration false omission rate for fn prevalence tp predicted prevalence aequitas mas gruppenvergleich als ppa ppb false discovery rate fdr fp false negative rate fn true negative rate parity tnr tn false negative rate parity fn positive predictive parity ppv tp negative predictive parity npv tn false discovery rate parity fdr fp negative equalised odds fp gegebenenfalls muss ein werden das die berechnung auf der grundlage ungleicher geeignet ist wie zum beispiel die balanced accuracy oder der matthews correlation ficient mcc']"
3,25,3_finanzsektor_bafin_finanzsanktionen_finanzdienstleistungen,"['finanzsektor', 'bafin', 'finanzsanktionen', 'finanzdienstleistungen', 'finanzdienstleistungsaufsicht', 'bundesanstalt', 'finanzsanktionsscreening', 'situationsspezifische', 'regulatorischen', 'problembeschreibung']","['anwendungsfall grundgerüst für und situationsspezifische messungen und begründungen im kontext der finanzdienstleistungen in der praxis', 'gds asmik nalmpatian applied initiative gmbh ronnit bundesamt sicherheit in der informationstechnik bsi oliver bundesanstalt finanzdienstleistungsaufsicht bafin matthias fahrenwaldt jan kiefer connexis ag franz knecht cybertribe roland kossow economics philosophy consult gmbh jan fiete guidecom ag frank frey hawk gmbh robert schmuck skad ag din spec sergio genovesi spotixx gmbh dr', 'din spec anwendungsfall grundgerüst für und situationsspezifische messungen und begründungen im kontext der finanzdienstleistungen in der praxis einsatz von künstlicher intelligenz im sanktionsscreening problembeschreibung allgemeines der finanzsektor ist einer vielzahl an gesetzlichen und regulatorischen vorgaben unterworfen bei denen ein stetiger anstieg in und ausmaß zu verzeichnen ist']"
4,25,4_besondere_nutzen_relevanz_merkmale,"['besondere', 'nutzen', 'relevanz', 'merkmale', 'entscheidungen', 'konzentrieren', 'merkmalen', 'beispielsweise', 'ist', 'rahmen']","['in denen diese beiden eine besondere relevanz haben daher nicht von nutzen', 'in denen diese beiden eine besondere relevanz haben daher nicht von nutzen', 'in denen diese beiden eine besondere relevanz haben daher nicht von nutzen']"
5,23,5_mitarbeiter_bearbeitung_dabei_manuell,"['mitarbeiter', 'bearbeitung', 'dabei', 'manuell', 'qualifizierte', 'qualifizierten', 'sollen', 'entscheidung', 'zu', 'herzustellen']","['im sinne einer geeigneten sicherungsmaßnahme wird die trefferbearbeitung meist in einem prinzip durch zwei qualifizierte mitarbeiter siehe', 'diese werden anschließend manuell im durch zwei qualifizierte mitarbeiter bearbeitet', 'der zeitaufwand durch die manuelle bearbeitung durch zwei mitarbeiter steht dabei zur debatte']"
6,22,6_fairness_zu_fair_hinblick,"['fairness', 'zu', 'fair', 'hinblick', 'modells', 'entscheidungen', 'wesentliche', 'bias', 'argumentieren', 'herausforderung']","['eine weitere des nachweises der fairness der diskriminierungsfreiheit einer bezieht sich nicht auf das service selbst sondern auf den erstellungsprozess des vices in hinblick auf die von fairness fairness by design', 'das system ist fair im hinblick auf die die von den entscheidungen des systems betroffenen personen das system ist fair im hinblick darauf dass kein individuum wesentlich schlechter behandelt wird als alle anderen und die von den gen des systems betroffenen personen haben die die entscheidung anzufechten', 'ein niedriger wert eines solchen maßes bedeutet nicht unbedingt dass das system unfaire entscheidungen trifft sondern kann auch darauf hinweisen dass das system nicht in der lage ist ein bias der eingabedaten aus training und anwendung zu ren oder dass ein sachlicher unterschied zwischen den gruppen in bezug auf deren beurteilung vorliegt']"
7,22,7_beispielhafte_anhang_legende_anforderungen,"['beispielhafte', 'anhang', 'legende', 'anforderungen', 'anwendungsfall', 'krisensituationen', 'notation', 'anerkennung', 'gensnachweise', 'teilpopulationen']","['die krisensituationen erfordern eine kontinuierliche und anpassung sowie die neuer anforderungen durch gesetzgeber und regierung', 'anhang stellt eine beispielhafte anwendung dessen diesen anwendungsfall dar', 'anhang stellt eine beispielhafte anwendung dessen diesen anwendungsfall dar']"
8,21,8_fairness_fairnessmaßen_fairnessmaße_fairnesskonzepte,"['fairness', 'fairnessmaßen', 'fairnessmaße', 'fairnesskonzepte', 'werden', 'basis', 'entscheidungsfairness', 'homogener', 'individualfairnessaussagen', 'mithilfe']","['din spec indiville fairnessmaße indiville fairnessmaße geben auskunft inwieweit personen behandelt werden', 'in diesem dokument wird indiville fairness nicht betrachtet', 'indiville fairness wird in diesem dokument nicht weiter betrachtet weshalb eine ex post uǆ berwachung von entscheidungsfairness mittels kontrafaktischer fairness nicht auf eine uǆ bereinstimmung mit den nien der eba wird']"
9,20,9_gruppenfairnessmaße_gruppen_tabelle_zwischen,"['gruppenfairnessmaße', 'gruppen', 'tabelle', 'zwischen', 'personen', 'gruppenfairnessmaßen', 'ergebnisverteilung', 'bedingungen', 'analyse', 'innerhalb']","['diese betrachtung geht die einfache analyse der ergebnisverteilung zwischen zwei gruppen hinaus und bietet einen tieferen einblick indem sie unterschiedliche bedingungen innerhalb der gruppen untersucht', 'diese betrachtung geht die einfache analyse der ergebnisverteilung zwischen zwei gruppen hinaus und bietet einen tieferen einblick indem sie unterschiedliche bedingungen innerhalb der gruppen untersucht', 'gruppenfairnessmaße die nicht auf einem qualitätsmaß basieren gruppenfairnessmaße die nicht auf einem basieren vergleichen die verteilung von gruppen in bezug auf die zwischen zwei gruppen davon ob die einzelnen personen korrekt fiziert wurden oder nicht zum beispiel ob anteilig gleich viele personen unterschiedlicher keit sanktioniert werden davon wie viele personen der entsprechenden zu sanktionieren sind']"
10,19,10_assurance_methode_ermittlung_anwendungsfalls,"['assurance', 'methode', 'ermittlung', 'anwendungsfalls', 'cases', 'fairnessmaße', 'sanktionsscreening', 'spec', 'informativ', 'safety']","['assurance cases als methode zur ermittlung eines angemessenen verständnisses von fairness das assurance case manchmal auch safety case sicherungsfall genannt framework ist eine rierte methode um zu argumentieren warum eine bestimmte sammlung von beweisen geeignet ist um din spec sicherzustellen dass eine behauptung die eigenschaften eines systems wahr ist siehe', 'din spec anwendung assurance case und beispiele geeigneter fairnessmaße wie in abschnitt beschrieben kann die methode des assurance case geeignet sein zur ermittlung eines angemessenen von fairness', 'anwendung assurance case und geeignete fairnessmaße wie in abschnitt beschrieben kann die methode des assurance case geeignet sein zur ermittlung eines angemessenen von fairness']"
11,18,11_diskriminierung_diskriminierungen_des_diskriminierungskategorien,"['diskriminierung', 'diskriminierungen', 'des', 'diskriminierungskategorien', 'benachteiligungen', 'parameter', 'weltanschauung', 'antidiskriminierungsstelle', 'diskriminierenden', 'rasse']","['quelle diskriminierung konzept das eine ungerechtfertigte benachteiligung bezeichnet anmerkung zum begriff der diskriminierungsbegriff soll an dieser stelle klar abgegrenzt werden zur technischen verwendung des begriffes der jegliche unterscheidung zwischen gruppen meint', 'dabei ist zu beachten dass der begriff der diskriminierung in den en gesetzestexten nicht spezifisch definiert und lediglich in der european charter of human rights artikel explizit verwendet wird minierungen insbesondere wegen des geschlechts der rasse der hautfarbe der ethnischen oder sozialen herkunft der genetischen merkmale der sprache der rgion oder der weltanschauung der politischen oder sonstigen anschauung der zu einer nationalen minderheit des der geburt einer behinderung des alters oder der sexuellen ausrichtung sind verboten', 'niemand darf wegen seiner behinderung benachteiligt anmerkung zum begriff das agg definiert folgende diskriminierungsmerkmale rassistische diskriminierungen rasse und ethnische herkunft diskriminierungen wegen des geschlechts diskriminierungen wegen rgion und weltanschauung din spec diskriminierungen wegen behinderung diskriminierungen wegen des lebensalters diskriminierungen wegen der sexuellen']"
12,17,12_investigation_banken_banking_trustworthiness,"['investigation', 'banken', 'banking', 'trustworthiness', 'examination', 'security', 'services', 'software', 'monitoring', 'spec']","['im generellen branchenstandard wird die trefferbearbeitung hit handling in zwei untersuchungsebenen level of investigation unterteilt die level of investigation selektiert die masse vor indem treffer direkt beitet und kritische an die level of investigation werden', 'unter bundesanstalt finanzdienstleistungsaufsicht ki bei banken und versicherern automatisch fair unter john rawls theory of justice stone policy paradox the art of political decision making dignum responsible artificial intelligence how to develop and use in responsible way european banking authority final report guidnes on loan origination and monitoring version tharwat classification assessment methods applied computing and informatics vol', 'standardizing procedures interdisciplinary insights on machine learning algorithms in creditworthiness assessments for small personal loans ethics wachter mittelstadt russell why fairness can not be automated bridging the gap between law and computer law security review ausgabe vde spec vcio description of for trustworthiness characterization din informationstechnik künstliche intelligenz konzepte und terminologie der künstlichen intelligenz deutsche fassung iso alle teile financial services universal financial industry message scheme information technology artificial intelligence management tr information technology artificial intelligence bias in and aided decision making tr information technology artificial intelligence overview of trustworthiness in artificial intelligence tr information technology artificial intelligence overview of ethical and societal concerns din spec systems and software engineering systems and software assurance part assurance case agg gesetz zur umsetzung europäischer richtlinien zur verwirklichung des grundsatzes der gleichbehandlung artikel allgemeines gleichbehandlungsgesetz agg dsgvo verordnung des europäischen parlaments und des rates vom']"
