Topic,Count,Name,Representation,Representative_Docs
-1,92,-1_robustness_neural_type_properties,"['robustness', 'neural', 'type', 'properties', 'output', 'tabular', 'model', 'inputs', 'example', 'domains']","['formal methods can be applicable on time series as long as it is possible to analyze the type of data stored at each instance', '6.2 types of formal methods applicable 6.2.1 general 6.2.1.1 consideration on the types of formal methods applicable subclause 6.2 describes existing formal methods applicable to the assessment of the robustness of neural networks', 'however formal methods can \ufeff\x08 bring new information on the neural network robustness within specific domain']"
0,41,0_neural_networks_classification_speech,"['neural', 'networks', 'classification', 'speech', 'linear', 'applications', 'example', 'plnns', 'text', 'types']","['for example suppose when given concrete image for which the neural network outputs the label car the following question can be asked does the network output different label if the value of an arbitrary pixel in the image is modified this question can be formulated as formal mathematical statement that is either true or false for given neural network and image', 'applications of neural networks deal with data types such as image times series natural language graph or tabular', '6.1.2.4 natural language data natural language data types based on text and speech can be processed by neural networks']"
1,30,1_robustness_neural_testing_networks,"['robustness', 'neural', 'testing', 'networks', 'stage', 'design', 'development', 'structural', 'criteria', 'assessment']","['at each stage of the life cycle the document presents criteria that are applicable to assess the robustness of neural networks and to establish how neural networks are verified by formal methods', '3.13 binarized neural network neural network having parameters that are primarily binary 3.14 recurrent neural network neural network maintaining an internal state which encodes what the neural network has learned after processing subsequence of the input data 3.15 transformer neural network transformer neural network using self-attention mechanism to weight the effect of different parts of the input data during processing 3.16 model checking formal expression of theory 3.17 structural-based testing glass-box testing white-box testing structural testing dynamic testing in which the tests are derived from an examination of the structure of the test item note to entry structure-based testing is not restricted to use at component level and can be used at all levels e.g', 'source iso/iec/ieee 29119-1:2022 3.80 3.18 closed-box testing specification-based testing black-box testing testing in which the principal test basis is the external inputs and outputs of the test item commonly based on specification rather than its implementation in source code or executable software source iso/iec/ieee 29119-1:2022 3,75 abbreviated terms ai artificial intelligence bnn binarized neural networks gnn graph neural networks milp mixed-integer linear programming mri magnetic resonance imaging plnn piecewise linear neural networks relu rectified linear unit rnn recurrent neural networks sar synthetic aperture radar smc satisfiability modulo convex smt satisfiability modulo theories robustness assessment 5.1 general in the context of neural networks robustness specifications typically represent different conditions that can naturally or adversarially change in the domain see 5.2 in which the neural network is deployed']"
2,29,2_images_expressed_intensity_organ,"['images', 'expressed', 'intensity', 'organ', 'pixels', 'variation', 'blur', 'dimension', 'features', 'formal']","['while feature- based perturbations are continuous and can be handled formally in similar manner to pixel intensity variations in images structural perturbations are discrete and therefore require the development of specialized formal techniques', 'for example the lighting of the image can be expressed as variation of intensity of the pixels', 'the size of the images is by images are taken at the same distance the angle of the organ is always centred on the image and the images all come from the same machine']"
3,26,3_formal_networks_methods_neural,"['formal', 'networks', 'methods', 'neural', 'architectures', 'types', 'binary', 'bnn', 'footprint', 'model']","['6.1.1.3 binarized neural networks in binarized neural networks bnn all activations are binary making these networks memory efficient and computationally efficient enabling the use of specialized algorithms for fast binary matrix multiplication', '\ufeff\x08 applicability of formal methods on neural networks 6.1 types of neural network concerned 6.1.1 architectures of neural networks 6.1.1.1 general neural networks can be designed and built using different kinds of architectures', 'subclause 6.1.1 describes formal techniques that have been developed for the following architectures piecewise linear neural networks binarized neural networks recurrent neural networks and transformer networks']"
4,20,4_reachability_agent_overapproximation_reach,"['reachability', 'agent', 'overapproximation', 'reach', 'network', 'stochastic', 'activation', 'collision', 'probabilistic', 'reachable']","['reachability property checks whether an ai agent can reach set of states when using the neural network to control itself in given environment', '5.6.2 reachability criterion reachability criterion expresses reachability property over given set of initial states', 'for deterministic environment the reachability property expresses whether or not it is possible for the ai agent to reach particular set of states']"
5,18,5_relevance_evaluation_criterion_expert,"['relevance', 'evaluation', 'criterion', 'expert', 'diagnostic', 'traceability', 'correspondence', 'level', 'lead', 'manual']","['5.5.2 relevance criterion relevance criterion expresses relevance property over domain which requires demonstration of link between each input and the outputs', 'in case of an automatic confirmation the evaluation should rely on clear relevance target on the data', 'confirming the result of relevance criterion can either be done manually through direct confirmation or be done automatically through an evaluation of the correspondence against relevance target']"
6,16,6_rounding_floating_754_operators,"['rounding', 'floating', '754', 'operators', 'rearranging', '2019', 'ieee', 'errors', 'numerical', 'accuracy']","['quantization using smaller floating-point operations or fixed-point arithmetic change in the rounding process change in the implementation of low-level numerical operators e.g', 'for example \ufeff\x08 standard floating-point arithmetic operations such as addition or division have rounding error that can be bounded by the value of the unit in the last place of the result', 'when ieee 754:2019 correctly rounded operators are not used then verifier can approximate the rounding done on each operator']"
7,16,7_sensitivity_criterion_variation_threshold,"['sensitivity', 'criterion', 'variation', 'threshold', 'inputs', 'parameters', 'extent', 'neural', 'sensitive', 'thresholds']","['for comparison to be accurate the following requirements shall be met the neural networks shall perform the same task the sensitivity criterion shall be used on the same domain the sensitivity criterion shall prove the same objective', 'when sensitivity analysis is used to determine whether neural network stays bounded the sensitivity analysis shall be used over domain', '5.4 sensitivity 5.4.1 sensitivity property sensitivity property on neural network expresses the extent to which the output of neural network varies when its inputs are changed']"
8,15,8_verification_satisfiability_smt_deterministic,"['verification', 'satisfiability', 'smt', 'deterministic', 'methods', 'solvers', 'checking', 'model', 'programming', 'glass']","['verification is then achieved by using methods like boolean satisfiability and integer linear programming', 'other verification methods view the plnn as global optimization problem and use method like satisfiability modulo theories smt solver', '6.2.2 solver mixed-integer linear programming milp solvers and satisfiability modulo theories smt solvers are deterministic glass-box and typically complete verification methods']"
