Topic,Count,Name,Representation,Representative_Docs
-1,57,-1_outsourcing_number_scope_liability,"['outsourcing', 'number', 'scope', 'liability', 'suppliers', 'regulatory', 'audit', 'requirements', 'apply', 'certification']","['step the factors for adjustment of audit time in a.3.2 apply as follows to this client number of regulatory framework within an aims scope three regulatory frameworks number of ai system within an aims scope one ai system with two different types number of high-risk or sensitive purpose e.g', 'step the factors for adjustment of audit time in a.3.2 apply as follows to this client number of regulatory framework within an aims scope two regulatory frameworks number of ai system within an aims scope one ai system number of high-risk or sensitive purpose e.g', 'step the factors for adjustment of audit time in a.3.2 apply as follows to this client number of regulatory framework within an aims scope two regulatory frameworks number of ai system within an aims scope one ai system number of high-risk or sensitive purpose e.g']"
0,27,0_certification_client_soa_criteria,"['certification', 'client', 'soa', 'criteria', 'scope', 'procedures', 'accreditation', 'competencies', 'verify', 'competent']","['table specifies the additional knowledge and skills that certification body shall define for the certification functions', 'note the person responsible for the certification decision can have more general knowledge and does not need to have the same technical competencies as the person reviewing the audit report especially no knowledge of list item to as long as these functions are performed by different employees', 'in addition to the technical knowledge requirements specified in table the certification body shall define criteria including the knowledge and skills of the audit team that is necessary for the client organization and the technical area regarding the scope of the client aims']"
1,25,1_stage_experience_conflict_training,"['stage', 'experience', 'conflict', 'training', 'certification', 'auditor', 'consultancy', 'management', 'auditors', 'audits']","['5.2.2.3 examples of activities with conflict of interest in order to prevent potential conflict of interest when addressing the duties listed above the certification body shall not perform at least the following provide company-specific advice as consultancy service conduct activities which themselves take the form of an audit or lead to recommendations or advice that would be contrary to 5.2.2.1 or justify reduction of the ultimate time of the certification audit recommend specific solutions or advice regarding aims ai systems or ai-specific processes services and products', 'this experience shall have been gained in at least ten audit days or of at least three management system audits stage and stage as auditor or auditor in-training and the experience shall be performed in the last five years', '5.2.2.2 examples of activities without conflict of interest certification bodies particularly may carry out the following activities without them being considered as consultancy or having potential conflict of interest when arranging and participating as lecturer in publicly available training courses excluding inhouse trainings for organizations or client specific trainings related to artificial intelligence management systems management systems or auditing certification bodies provide only generic and publicly available information activities preceding the audit to identify the object of certification only when the sole purpose of which is to determine the scope of the audit and the client readiness for certification audit at that scope']"
2,24,2_management_auditing_processes_assessment,"['management', 'auditing', 'processes', 'assessment', 'objectives', 'practices', 'sector', 'tools', 'certification', 'development']","['7.1.3.5 client business sector 7.1.3.5.1 auditing each member of the audit team shall have knowledge of generic terminology processes technologies and risks related to the client business sector artificial intelligence management related tools methods techniques and their application policies and business requirements for artificial intelligence management relevant business sector practices the audit team members shall collectively have knowledge of codes of conduct as well as good practices and procedures on trustworthy ai e.g', '7.1.3.4 artificial intelligence and aims specific terminology principles practices tools methods and techniques 7.1.3.4.1 auditing each member of the audit team shall have knowledge of generic concepts and terminology of ai based on iso/iec as well as on the ai system life cycle processes based on iso/iec aims-specific documentation structures hierarchy and interrelationships processes applicable to aims artificial intelligence management and governance structures including roles and responsibilities in the provision development and use of an ai system the audit team members shall collectively have knowledge of risk management processes including assessment and mitigation procedures in particular knowledge of iso/iec impact assessment risk assessment data quality and bias related to artificial intelligence management if applicable information and data security in particular knowledge of iso/iec iso/iec iso/iec iso/iec 5259-3 iso/iec tr 24027:2021 iso/iec and iso/iec', 'table table of knowledge and skills in addition to iso/iec 17021-1:2015 annex knowledge and skills certification function conducting the ap- plication review to determine audit team competence required to select the audit team members and to determine the audit time reviewing audit reports and mak- ing certification decisions auditing and lead- ing the audit team general requirements for aims 7.1.3.1.2 7.1.3.1.1 artificial intelligence management system standards/normative documents certifica- tion schemes 7.1.3.2.3 7.1.3.2.2 7.1.3.2.1 ai and aims related legal obligations 7.1.3.3.3 7.1.3.3.2 7.1.3.3.1 artificial intelligence and aims specific ter- minology principles practices tools methods and techniques 7.1.3.4.3 7.1.3.4.2 7.1.3.4.1 client business sector 7.1.3.5.3 7.1.3.5.2 7.1.3.5.1 client products processes and organization 7.1.3.6.2 7.1.3.6.1 7.1.3 specific technical competence requirements 7.1.3.1 general requirements for aims 7.1.3.1.1 auditing the certification body shall have criteria for verifying the competence of audit team members that ensures that at least they have the skills to apply their knowledge of artificial intelligence the technical aspects of the activity to be audited management systems and business management practices concepts and the interrelationship between policy objectives and results the principles of auditing note further information on the principles of auditing can be found in iso']"
3,20,3_step_table_additional_audit,"['step', 'table', 'additional', 'audit', 'lead', 'adjustment', 'factors', 'assessment', 'framework', 'exclusion']","['step with the audit time for initial audit determined in table a.1 of twelve auditor days and the adding of 1,2 auditor days due to the factors for adjustment of audit time the total audit time would equal 13,2 auditor days', 'step with the audit time for initial audit determined in table a.1 of eleven auditor days and the adding of one auditor days due to the factors for adjustment of audit time the total audit time would equal twelve auditor days', 'step with the audit time for initial audit determined in table a.1 of 6.5 auditor days and the adding of 3.8 auditor days due to the factors for adjustment of audit time the total audit time would equal 10.3 auditor days']"
4,19,4_surveillance_certification_changes_audits,"['surveillance', 'certification', 'changes', 'audits', 'measures', 'organization', 'procedures', 'requirements', 'monitoring', 'certificate']","['9.6.2.2 surveillance audits surveillance audit procedures shall be consistent with those related to the certification audit of the client organization as outlined in this document', 'the certification body shall identify the amount of audit time to be spent on initial certification surveillance and re-certification for each client and certified aims', 'a.4 audit time for surveillance audit and client monitoring for the initial certification audit cycle surveillance time for given organization should be proportional to the time spent at initial certification audit with the total amount of time spent annually on surveillance being about 1/3 of the time spent on the initial certification audit']"
5,16,5_controls_42001_table_additional,"['controls', '42001', 'table', 'additional', 'agreements', 'soa', 'applicability', 'documented', 'audit', 'providers']","['number of controls implemented beyond iso/iec 42001:2023 annex table a.1', 'more than five third-party agreements need additive audit time number of control as document- ed in the statement of applicability soa of an aims beyond iso/iec 42001:2023 annex table a.1 additional controls beyond the mentioned in iso/iec 42001:2023 annex table a.1 extent of high complexity and additional documentation due to the controls documented in the soa', 'no systems development controls controls in iso/iec 42001:2023 annex table a.1 additional controls beyond those mentioned in iso/ iec 42001:2023 annex table a.1 b.2.2.2 example for audit time calculation the factors below may be used to determine audit time']"
6,16,6_audit_calculated_sampling_allocated,"['audit', 'calculated', 'sampling', 'allocated', 'reporting', 'planning', 'accordance', 'include', 'abbreviated', 'adjusted']","['it is expected that the time calculated for planning and report writing combined should not typically reduce the total on-site audit time physical/remote to less than of the time calculated in accordance with a.3.1 and a.3.2', 'a.3.3 on-site audit time on-site audit time refers to the on-site audit time allocated for individual sites', 'note on-site audit time refers to the on-site audit time allocated for individual sites']"
7,15,7_17021_requirements_apply_certification,"['17021', 'requirements', 'apply', 'certification', 'clients', 'competence', 'information', 'safeguards', 'infrastructures', 'exchange']","['8.2 certification documents 8.2.1 general the requirements of 8.2.2 and of iso/iec 17021-1:2015 8.2 apply', '9.3 initial certification 9.3.1 general the requirements of 9.3.2 and of iso/iec 17021-1:2015 9.3 apply', '9.6.3 re-certification the requirements of iso/iec 17021-1:2015 9.6.3 apply']"
8,15,8_table_factors_adjustment_audit,"['table', 'factors', 'adjustment', 'audit', 'classification', 'guideline', 'calculation', 'assess', 'applicable', 'ensure']","['by checking the factors for adjustment time and use as guideline table b.1 additional audit time to be able to assess those factors is needed on top of the audit time for initial audit determined in table a.1', '2.0 see table a.1 for audit time for initial audit plus applicable audit time of factors for the adjustment of audit time in a.3.2 and table b.1 b.2.1.2 examples for audit time calculation the following examples illustrate how certification body may use the audit time for initial audit in table a.1 and the applicable factors for adjustment of audit time in a.3.2 with the guidance given in table b.1 and the guidance on the additional audit time to be added in table b.2 to calculate audit time', 'b.2 guidelines and examples on determination of audit time based on audit time for initial audit and the factors for adjustment of audit time b.2.1 option b.2.1.1 classification of factors for the adjustment of audit time table b.1 gives examples for the classification of factors for adjustment of audit time see a.3.2 as additive factors to the calculated audit time for initial audit in table a.1']"
