Topic,Count,Name,Representation,Representative_Docs
-1,103,-1_nc_sta_standard_transparency,"['nc', 'sta', 'standard', 'transparency', 'process', 'levels', 'requirements', 'robot', 'communities', 'properties']","['table delivery vehicle sta scoresheet system autonomous delivery vehicle assessor dr bloggs date march ieee std subclause cumulative nc non cumulative levels tick to indicate level is met users nc categories of users are defines as follows customers who have placed an order and need to interact with the autonomous vehicle in order to collect their food delivery', 'ieee std subclause cumulative nc non cumulative levels tick to indicate level is met users nc are defined as content creators who are users', 'table scoresheet sta scoresheet system assessor date standard clause cumulative nc non cumulative levels tick to indicate level is met users nc general public and bystanders nc validation and certification agencies incident investigators expert advisors in administrative actions or litigation nc']"
0,45,0_validation_certification_testing_tools,"['validation', 'certification', 'testing', 'tools', 'processes', 'executable', 'deployment', 'development', 'documentation', 'validated']","['validation description all material necessary to reproduce the validation process for the final system shall be provided including where relevant executable versions of any tools used and working versions of the system', 'validation and certification agencies of validation processes up to level', 'validation description detailed description of the validation process shall be provided including any ongoing validation processes used during system development or after deployment including the specifics of tests considered where relevant']"
1,42,1_stakeholder_stakeholders_impact_groups,"['stakeholder', 'stakeholders', 'impact', 'groups', 'levels', 'transparency', 'categories', 'benefit', 'informative', 'clause']","['for this category of stakeholder the levels of transparency are fulfilment of an earlier level is not necessary to achieve higher one', 'for this category of stakeholder the levels of transparency are progressive fulfilment of an earlier level is necessary to achieve higher one', 'for this category of stakeholder the levels of transparency are progressive fulfilment of an earlier level is necessary to achieve higher one']"
2,39,2_dss_medical_algorithm_patients,"['dss', 'medical', 'algorithm', 'patients', 'recommender', 'transplant', 'kidney', 'data', 'ais', 'documentation']","['however this does not include access to training data because this contains sensitive medical information general public and bystanders yes the general public including patients are aware that an ai is member of the clinical team no no information is given to patients on data collected no no information is given to patients on the system purpose goes and operation no there is no policy validation and certification agencies and auditors yes documentation containing specification and which of its properties were validated is available yes documentation containing validation processes is available yes documentation containing design of the system is available including composition and provenance of training data yes documentation containing design of the system is available including composition and provenance of training data yes the full source code including profiling information is available', 'table shows the information from the second case described above table dss version system transparency scoresheet sta system med dss assessor date standard subclause level notes users users in this case are the hospital clinicians involved in the kidney transplant process domain expert users yes the users are provided with documentation including general principles of operation and the source of the training data set', 'table dss version system transparency scoresheet sta system med dss assessor date standard subclause level notes users users in this case are the hospital clinicians involved in the kidney transplant process domain expert users yes the users are provided with documentation including general principles of operation and the source of the training data set yes clinicians have available interactive training material to rehearse interactions yes clinicians can query the system to receive an explanation of recent activity yes clinicians can receive information on what the system would do in given situation yes clinicians are provided with continuous explanation of behavior']"
3,32,3_transparency_standard_conformance_guide,"['transparency', 'standard', 'conformance', 'guide', 'design', 'specification', 'requirements', 'annex', 'designers', 'security']","['the framework sets out requirements for those features the transparency they bring to system and how they would be demonstrated in order to determine conformance with this standard', 'in this annex an outline is provided on how to assess system transparency then how to use this standard as transparency design guide and finally when to consider this standard', 'how to use this standard as transparency design guide there are many reasons designer might consider designing transparency into system']"
4,27,4_autonomy_human_autonomous_control,"['autonomy', 'human', 'autonomous', 'control', 'supervised', 'alfus', 'levels', 'interaction', 'tasks', 'classifier']","['autonomous system system that has the capacity to make decisions itself in response to some input data or stimulus with varying degree of human oversight or intervention depending on the system level of autonomy', 'there are three components of supervised autonomy as follows direction telling system what to do monitoring watching what the system is doing control being able to intervene and change what the system is doing regarding control shared autonomy is frequently used term to describe the situation where control of machine is shared between human operator and computer system to achieve goal either remotely as in mercier and tessier or in the same shared space', 'system autonomy for the purpose of this standard an autonomous system is defined as system that has the capacity to make decisions itself in response to some input data or stimulus with varying degree of human intervention depending on the system level of autonomy']"
5,26,5_domain_superusers_expert_repair,"['domain', 'superusers', 'expert', 'repair', 'provided', 'supervising', 'maintenance', 'functionality', 'documentation', 'decommissioning']","['see also domain expert users', 'these are expert domain users', 'for systems designed to be used by domain experts the same functionality specified above shall be provided except that the system shall allow explanations for any of its recent decisions to be requested and the explanations may be expressed using domain appropriate language']"
6,25,6_data_sensors_warnings_device,"['data', 'sensors', 'warnings', 'device', 'protection', 'headlights', 'alarm', 'detection', 'regulations', 'incidents']","['the system might capture personal information and make decisions or recommendations based on that personal data and therefore be subject to data protection regulations such as general data protection regulation gdpr', 'the system shall provide relevant warnings about any external sensor data collected or otherwise recorded audiovisual input geopositioning data information gathered automatically and which is related to the general public and bystanders', 'this level requires that the system manufacturer or operator provides information on the types of data collected metadata including if applicable personal data but not the content of those data']"
7,25,7_measures_engineers_bids_stas,"['measures', 'engineers', 'bids', 'stas', 'standards', 'compliance', 'publications', 'specification', 'requires', 'trademark']","['the specification requires engineers to demonstrate compliance by detailing in their bids how the transparency measures required can be implemented and ieee stas that clearly show that the transparency measures meet or exceed the ieee specification above table', 'the specification requires engineers to demonstrate compliance by detailing in their bids show the transparency measures required can be implemented and ieee stas that clearly show that the transparency measures meet or exceed the ieee specification in table', 'the specification requires engineers to demonstrate compliance by detailing in their bids how the transparency measures required can be implemented and ieee stas that clearly show that the transparency measures meet or exceed the ieee specification table']"
8,24,8_transparency_stakeholder_testable_levels,"['transparency', 'stakeholder', 'testable', 'levels', 'developers', 'public', 'technology', 'focuses', 'sta', 'scenarios']","['target audience the target audience of this standard are those designers developers builders maintainers and operators as well as and procurers in organizations using and deploying autonomous systems collectively designers of autonomous systems who either wish to or are required to engineer systems that have certain degree of transparency', 'ieee std ieee standard on transparency of autonomous systems sets out measurable testable levels of transparency for autonomous systems', 'ieee standard for transparency of autonomous systems']"
