Topic,Count,Name,Representation,Representative_Docs
-1,137,-1_standard_disposal_observer_processes,"['standard', 'disposal', 'observer', 'processes', 'eu', 'rbac', 'employer', 'authority', 'requirements', 'documents']","['positive control and the state of readiness are similar to the activities shown in figure', 'note data user that is responsible for managing the collection processing storage and disposal processes is not responsible for the use of data disseminated to other users', 'verification methods this standard includes the following methods to verify that an employer implementation conforms to the requirements approved documentation describing the processes organizational responsibility and accountability for adverse consequences to conform to the corporate policy procedures and organizational directives documented analysis of actionable efforts to improve all employer data governance processes and transparency demonstration and supporting documentation of algorithmic processes used by the organization information system to protect sensitive employee data during its lifecycle routine testing and supporting documentation of algorithmic processes used by the organization information system to improve proper maintenance of data storage and communication constraints needed to protect sensitive employee data at rest or in transit limitation of scope this standard is standard that specifies requirements what is required']"
0,43,0_grievance_mechanisms_nsbgm_panel,"['grievance', 'mechanisms', 'nsbgm', 'panel', 'od', 'enforce', 'provisions', 'disposition', 'employer', 'effectiveness']","['the employer pp od shall include properly filed grievance provisions for the following assignment of grievance review by an internal or external panel of subject matter experts smes that are agreeable to all parties of the grievance including the rules for selecting the panel of experts framework describing the options and criteria for rendering judgement on the facts of the grievance an authority to initiate enforcement action based on the finding of facts procedure for appeal of the judgement rendered by the panel of smes the employer pp od shall include grievance remedy arrangement process that has provisions for the following imposing appropriate sanctions including the option to pursue public prosecutions if applicable an example is the abuse that is the subject of local laws providing range of appropriate reparations such as compensation restitution rehabilitation and changes in pp od requirements assignment of responsibility and accountability the employer pp od shall include assignment of responsibility for assessing the effectiveness of all matters related to grievance redress', 'the four requirements that are the focus of this annex are as follows grievance redress policies procedures and organizational directives eligibility to file grievance disposition of proper grievance enforcement of the remedy arrangement resulting from the outcome of the grievance review table needs for effective grievance redress mechanisms grievance redress pp od the employer needs to establish and enforce grievance redress options available to the data subject as they relate to the exposure of personal identifiable information', 'disposal of proper grievance in the employer pp od nsbgm disposition of proper grievance has provisions for assignment of grievance review by an internal or external panel of smes that are agreeable to all parties of the grievance including the rules for selecting the panel of smes framework of options and criteria for rendering judgement on the facts of the grievance authority to initiate enforcement action based on the finding of facts procedure for appeal of the judgement rendered by the panel of smes enforcement of remedy arrangement in the employer pp od nsbgm enforcement of remedy arrangement has provisions for imposing appropriate sanctions including criminalizing conduct and pursuing prosecutions where abuses amount to local crimes providing range of appropriate reparations such as compensation restitution rehabilitation and changes in pp od requirements assignment of responsibility and accountability assessing the effectiveness of remedy outcomes the un guiding principle under their third pillar of access to remedy address the question of what makes nsbgm effective in practice']"
1,42,1_saf_sensors_availability_message,"['saf', 'sensors', 'availability', 'message', 'cmp', 'enable', 'constraints', 'process', 'wearable', 'sensorid']","['these processes establish the communication sessions between sensor host and each sensor that provides the data to that instance of the sensor host', 'an instance of the sensor host may be with no sensor or multiple sensors', 'however and instance of sensor is associated with at least on instance of sensor host']"
2,38,2_consent_form_solicit_contract,"['consent', 'form', 'solicit', 'contract', 'imperative', 'voluntary', 'principal', 'pressure', 'practitioners', 'obligations']","['the subject of informed consent is addressed in annex', 'see also informed consent', 'following are the informed consent requirements']"
3,35,3_note_rake_process_guards,"['note', 'rake', 'process', 'guards', 'diagram', 'flow', 'pools', 'activities', 'indicators', 'allow']","['note mechanism used to notify the data subject is local matter', 'rake icon is shown in each diagram to indicate detailed process to perform the task', 'the rake icon symbol indicates that an activity diagram process flow establishes the basis for specify the normative requirements summarized in']"
4,29,4_pii_subject_breach_mitigate,"['pii', 'subject', 'breach', 'mitigate', 'obligations', 'account', 'behavior', 'information', 'marketing', 'exposed']","['program effectiveness report document detailing the exposure of personal identifiable information pii the corrective action taken to mitigate the exposure of pii and the impact on consent agreements', 'this is the time from when pii breach is confirmed to the deployment of corrective action to mitigate the potential damage resulting from the exposure of the data subject pii', 'from kremer mé rémy and roca some examples modified to focus on the data subject pii of explicit objective or applied metadata are employer type consumer business public data subject demographics age gender language location income level data subject data account names address contact phone email address data subject account details products service plans billing rate plans credit information data subject relationship details trouble tickets call history account access details data subject content preferences product updates technical communities topics offerings data subject equipment devices configurations also from kremer mé rémy and roca some examples of implicit subjective or derived pii metadata are data subject social groups linkedin profile facebook information twitter instagram data subject marketing activity website store email open campaign history data subject strategic segmentation high value high growth data subject social media forum discussions participatory marketing social conversations data subject loyalty attributes predicted lifetime values likelihood to recommend value length of relationship data subject behavioral segmentation purchase behavior motivational behavior applicable to pii sensitive data this annex maps the consumer data platform to the content management platform']"
5,29,5_management_requirements_maturity_technical,"['management', 'requirements', 'maturity', 'technical', 'success', 'projects', 'lifecycle', 'certification', 'component', 'annex']","['key component of the data management system is the content management platform cmp', 'following are the content management requirements', 'management requirements management requirements are as follows an dialog with approved documentation shall be created to include management as the accountable party and data subject representatives to establish the baseline for the requirements for employer data lifecycle projects to be known as the employer data management policy']"
6,25,6_policy_transparency_conclusions_employment,"['policy', 'transparency', 'conclusions', 'employment', 'information', 'employees', 'interview', 'candidate', 'projects', 'organizational']","['vi transparency to provide the traceability of any conclusions drawn as result of data processing to the collected data the explicability of the conclusions active communication about intent of data projects impact on the data subjects and their rights concerning these issues', 'the key objectives are establish consistent and transparent framework for handling all employee data across all organizational units establish organizational procedures for assessing the impact of projects that affect access to and use of employee data establish oversight and governance of the data policy ieee standard for transparent employer data governance', 'commensurate with the employee data policy the responsible organizational unit rou shall review in detail with the data subject all aspects of the approved data project document and provide the opportunity to resolve any issues raised by the data subject']"
7,23,7_risk_assessment_stakeholder_stakeholders,"['risk', 'assessment', 'stakeholder', 'stakeholders', 'liability', 'framework', 'impact', 'principles', 'judgement', 'consequences']","['given the potential liability exposure and relying on the stakeholder expert judgement the task is to assess the potential impact on the company mission and', 'with this impact assessment and again relying on the stakeholder expert judgement the can establish broad framework that sets forth their goals to address the constraints imposed by the local norms laws and regulations to minimize their liability exposure', 'the guiding principles on business and human rights framework states legitimate enabling trust from the stakeholder groups for whose use they are intended and being accountable for the fair conduct of grievance processes']"
8,22,8_classification_catalog_sensitivity_enumerations,"['classification', 'catalog', 'sensitivity', 'enumerations', 'consideration', 'application', 'sector', 'association', 'instances', 'specialization']","['an instance of sensitive data uses at least one of the domain enumerations to specialize the catalog of application under consideration', 'data management system technical control requirements data classification requirements data classification requirements address what is sensitive data and how best to establish classification or catalog to logically group the sensitive data', 'an instance of data classification uses at least one of the governing authority enumerations to further specialize the catalog of application under consideration']"
9,22,9_ports_approved_configures_controller,"['ports', 'approved', 'configures', 'controller', 'selects', 'interface', 'sbo', 'availability', 'procedure', 'protocol']","['the data controller configures the settings and selected ports for the dissemination control unit selected', 'the data controller configures the settings and ports for the storage control unit selected', 'the data controller configures the settings and ports for the storage control unit selected']"
10,20,10_regulations_norms_directive_regulation,"['regulations', 'norms', 'directive', 'regulation', 'european', 'assessment', 'gdpr', 'compliance', 'rulings', 'manoranajan']","['protection is defined by local norms laws and regulations as adjudicated by the courts', 'protection is defined by local norms laws and regulations as adjudicated by the courts', 'to local norms laws and regulations timely response is local matter']"
11,20,11_produce_prerequisite_rous_develop,"['produce', 'prerequisite', 'rous', 'develop', 'objective', 'manage', 'directives', 'tasking', 'priorities', 'strategies']","['to be effective the action plan is properly resourced', 'closure to execute the resourced action plan given the metric and scoring from decision analysis the resourced action plan each rou has tasking directive', 'process leading to an action plan it is important to understand that the objective of the decision analysis is to produce viable action plan']"
