Topic,Count,Name,Representation,Representative_Docs
-1,141,-1_machine_models_classification_regression,"['machine', 'models', 'classification', 'regression', 'spam', 'tasks', 'inputs', 'negatives', 'neural', 'trained']","['figure ml methods categorized as supervised machine learning unsupervised machine learning and reinforcement machine learning 7.2 supervised machine learning in supervised machine learning ml models are trained using labelled data', 'there are many metrics available to represent the performance of trained models such as accuracy receiver operating characteristic roc confusion matrix precision recall and f1 score can be used to evaluate classification algorithms mean absolute error mae root mean squared error relative absolute error relative squared error mean zero one error and coefficient of determination are common metrics for regression models evaluation metrics for clustering models include average distance to cluster centre average distance to other centre number of points and maximal distance to cluster centre', 'iso and iec maintain terminology databases for use in standardization at the following addresses iso online browsing platform available at iec electropedia available at 3.1 model development and use 3.1.1 classification model machine learning machine learning model whose expected output for given input is one or more classes 3.1.2 regression model machine learning machine learning model whose expected output for given input is continuous variable 3.1.3 generalization machine learning ability of trained model to make correct predictions on previously unseen input data note to entry machine learning model that generalizes well is one that has acceptable prediction accuracies using previously unseen input data']"
0,49,0_layers_neuron_nns_cnns,"['layers', 'neuron', 'nns', 'cnns', 'neural', 'inputs', 'convolution', 'pooling', 'networks', 'gate']","['two adjacent layers are typically fully connected in that each neuron in one layer has connection to each neuron in the subsequent layer', '6.5.3.2.4 convolutional neural network convolutional neural networks cnns are type of nn that includes at least one layer of convolution to filter useful information from inputs', 'as opposed to rnns each neuron placed on given layer of the cnn is connected to neurons from previous layer only and is not fed with information on its previous state']"
1,34,1_ml_neural_algorithms_function,"['ml', 'neural', 'algorithms', 'function', 'θ0', 'components', 'categories', 'model', 'positive', 'intercept']","['the relationship between ml algorithms and ml models can be illustrated by considering the solving of univariate linear function θ0 θ1x where is an output or result is an input θ0 is an intercept the value of where x=0 and θ1 is weight', '6.5.3 categories of ml algorithms 6.5.3.1 general the choice of the ml algorithm defines the computational structure of the ml model and its training approach', ""3.3.5 unlabelled property of sample that does not include target variable abbreviated terms ai artificial intelligence api application programming interface auc area under the curve bm boltzmann machines capsnet capsule neural network cg conjugate gradient cnn convolutional neural network dbn deep belief networks dcnn deep convolutional neural network ffnn feed forward neural network fnr false negative rate fpr false positive rate gru gated recurrent unit lstm long short-term memory mae mean absolute error mdp markov decision process ml machine learning nn neural network nnef neural network exchange format npv negative predictive value onnx open neural network exchange pca principal component analysis phi personal or protected health information pii personally identifiable information ppv positive predictive value rest representational state transfer rnn recurrent neural network roc receiver operating characteristics sgd stochastic gradient descent svm support vector machine tnr true negative rate tpr true positive rate overview iso/iec defines ml as the process of optimising model parameters through computational techniques such that the model 's behaviour reflects the data or experience""]"
2,29,2_reinforcement_reward_agent_learning,"['reinforcement', 'reward', 'agent', 'learning', 'structured', 'game', 'policies', 'interact', 'planning', 'maximise']","['control is the application of reinforcement machine learning to interact with an environment', '7.6 reinforcement machine learning reinforcement learning differs from the other approaches as its principle is that the model is initialised at state an action is taken reward for the action is determined and the model is advanced to new state that attempts to maximise the reward', 'reinforcement machine learning can also be combined with supervised machine learning training on labelled data is used to initialise the model and reinforcement is used to determine subsequent policies the agent uses to take actions']"
3,28,3_bayesian_event_networks_causality,"['bayesian', 'event', 'networks', 'causality', 'diagnosis', 'resources', 'cases', 'knowledge', 'expense', 'faults']","['various bayesian statistical methods exist which can be used in conjunction with bayesian networks to determine causality or perform data analysis', '6.5.3.3 bayesian network bayesian networks are graphical models used for generating predictions on the dependencies between variables', 'bayesian networks rely on bayesian probability the probability of an event is considered to be the degree of belief in that event']"
4,26,4_labelled_labels_label_labelling,"['labelled', 'labels', 'label', 'labelling', 'unlabelled', 'data', 'samples', 'pseudo', 'training', 'supervised']","['labelled training data allows the ml algorithm to identify statistical relationships between input variables and the target variable', 'in such cases the corresponding data will include one or more labels or target variables that represent ground truth about the data record or sample', 'data used to train supervised machine learning models will include one or more labels or target variables that represent truth about the data record or sample']"
5,25,5_tpr_score_auc_precision,"['tpr', 'score', 'auc', 'precision', 'kappa', 'fpr', 'roc', 'rater', 'sensitivity', 'reliability']","['however this metric is typically less informative than the precision and recall pair or the f1 score', '6.5.5.3 f1 score f1 score expresses model performance through combination of recall and precision', 'key fpr tpr auc roc figure receiver operating characteristics curve the area under the roc curve auc is measure of performance across all classification thresholds']"
6,24,6_likelihood_optimisation_ml_methods,"['likelihood', 'optimisation', 'ml', 'methods', 'estimation', 'parameters', 'polynomial', 'fitting', 'hidden', 'algorithm']","['it consists in an alternation between expectation steps estimate the hidden variables based on current parameters and maximisation steps re-estimate the parameters to optimise the likelihood of the data given the current value of the hidden variables up to convergence', '6.5.4 ml optimisation methods 6.5.4.1 general ml optimisation methods are used to fit an ml model to ml data', '6.5.4.7 maximum likelihood estimation maximum likelihood estimation is method for estimating the parameters of probability distribution by maximising the likelihood function']"
7,22,7_gradient_descent_hessian_adaptive,"['gradient', 'descent', 'hessian', 'adaptive', 'surface', 'sgd', 'matrix', 'methods', 'iteration', 'stochastic']","['6.5.4.3 newton method newton method uses the first order derivative gradient and second order derivative matrix otherwise known as the hessian matrix to approximate the objective function with quadratic function', '6.5.4.2 gradient descent methods gradient descent is an iterative technique to find the minimum of function while feeding the whole dataset as single batch the parameters are updated step by step in the same direction as the first- order derivative gradient of the function', '6.5.4.4 conjugate gradient the conjugate gradient cg method calculates the hessian vector product without directly calculating the hessian matrix as in newton method']"
8,21,8_validation_training_testing_folds,"['validation', 'training', 'testing', 'folds', 'datasets', 'cross', 'processes', 'needs', 'model', 'reliable']","['dataset splitting ml models need training data but also validation data for model selection and test data for model evaluation', 'validation and test data are both used with statistical performance measures which are discussed in 6.5.5 but their uses differ validation data is used to tune the hyperparameters whereas test data is about evaluating the model', 'the distribution of production data can differ from that of training validation and test dataset']"
